t_n211	t_n212	t_n213	t_n214	t_n215	t_n216	t_n217	t_n218	t_n219	t_n220	t_n221	t_n222	t_n223	t_n224	t_n225	t_n226	t_n227	t_n228	t_n229	t_n230	t_n231	t_n232	t_n233	t_n234	t_n235	t_n236	t_n237	t_n238	t_n239	t_n240	t_n241	t_n242	t_n243	t_n244	t_n245	t_n246	t_n247	t_n248	t_n249	t_n250	t_n251	t_n252	t_n253	t_n254	t_n255	t_n256	t_n257	t_n258	t_n259	t_n260	t_n261	t_n262	t_n263	t_n264	t_n265	t_n266	t_n267	t_n268	t_n269	t_n270	t_n271	t_n272	t_n273	t_n274	t_n275	t_n276	t_n277	t_n278	t_n279	t_n280	t_n281	t_n282	t_n283	t_n284	t_n285	t_n286	t_n287	t_n288	t_n289	t_n290	t_n291	t_n292	t_n293	t_n294	t_n295	t_n296	t_n297	t_n298	t_n299	t_n300	t_n301	t_n302	t_n303	t_n304	t_n305	t_n306	t_n307	t_n308	t_n309	t_n310	t_n311	t_n312	t_n313	t_n314	t_n315	t_n316	t_n317	t_n318	t_n319	t_n320	t_n321	t_n322	t_n323	t_n324	t_n325	t_n326	t_n327	t_n328	t_n329	t_n330	t_n331	t_n332	t_n333	t_n334	t_n335	t_n336	t_n337	t_n338	t_n339	t_n340	t_n341	t_n342	t_n343	t_n344	t_n345	t_n346	t_n347	t_n348	t_n349	t_n350	t_n351	t_n352	t_n353	t_n354	t_n355	t_n356	t_n357	t_n358	t_n359	t_n360	t_n361	t_n362	t_n363	t_n364	t_n365	t_n366	t_n367	t_n368	t_n369	t_n370	t_n371	t_n372	t_n373	t_n374	t_n375	t_n376	t_n377	t_n378	t_n379	t_n380	t_n381	t_n382	t_n383	t_n384	t_n385	t_n386	t_n387	t_n388	t_n389	t_n390	t_n391	t_n392	t_n393	t_n394	t_n395	t_n396	t_n397	t_n398	t_n399	t_n400	t_n401	t_n402	t_n403	t_n404	t_n405	t_n406	t_n407	t_n408	t_n409	t_n410	t_n411	t_n412	t_n413	t_n414	t_n415	t_n416	t_n417	t_n418	t_n419
run11	1.5975299	0.5951271	0.5001051	0.4064443	0.3617986	0.3547662	0.3214218	0.2025351	0.1948685	0.1500978	0.1472082	0.1362847	0.1302515	0.1223999	0.1159338	0.0868044	0.0828199	0.073862	0.041253	0.0385755	0.0331598	0.0307019	0.0218407	0.0052678	0.0000109	0.0175825	0.0117167	0.0042287	0.034293	0.0588155	0.0513356	0.0180509	0.1035602	0.0912307	0.0856096	0.0140262	0.0271265	0.0717867	0.0446117	0.0384445	0.0301561	0.0250151	0.0004024	0.0055661	0.1284331	0.1182643	0.1025273	0.0684474	0.0502952	0.044731	0.0337837	0.0184855	0.037773	0.0289715	0.0304454	0.0190228	0.0127529	0.0097915	0.0081823	0.0017855	0.1426318	0.1310239	0.0953277	0.0848413	0.0480773	0.0135333	0.0254669	0.0530136	0.0277579	0.0016103	0.0409484	0.0901141	0.0561015	0.0260385	0.0165302	0.0099313	0.0049851	0.0128839	0.1714014	0.0804606	0.0514949	0.0506812	0.0491333	0.0383617	0.0257076	0.0205165	0.011596	0.0062622	0.0060876	0.0136319	0.0317763	0.015508	0.0122726	0.0074344	0.0031816	0.0080414	0.041672	0.0358659	0.0271098	0.0166421	0.0084097	0.0449283	0.033882	0.0229136	0.0046839	0.0024906	0.0013701	0.030356	0.0049169	0.0032537	0.0447604	0.0255725	0.0017542	0.0009123	0.0385347	0.0273637	0.0194236	0.0060177	0.0991283	0.0765305	0.0610051	0.0311819	0.0084053	0.025988	0.0384419	0.0071279	0.0478991	0.0205246	0.005189	0.0503147	0.029318	0.1757291	0.1213016	0.0156267	0.2208952	0.1026375	0.0654331	0.0431856	0.0261826	0.0162088	0.0020804	0.0553801	0.0088965	0.0021378	0.0316006	0.2939189	0.2353689	0.1772843	0.1034837	0.0668198	0.0428322	0.0399544	0.0256777	0.0093117	0.0023793	0.00192	0.0157699	0.0001506	0.2099154	0.1610823	0.0991556	0.0427571	0.0814753	0.0074219	0.0679443	0.0187184	0.2747771	0.0826494	0.0392222	0.0258442	0.0328924	0.0277096	0.3999394	0.3569735	0.2983112	0.2318875	0.2029626	0.1968934	0.1545419	0.0517141	0.0432392	0.0353295	0.0288742	0.0091348	0.0078188	0.002481	0.0170231	0.0080281	0.0248076	0.0112458	0.0356363	0.0322753	0.0239274	0.0063997	0.0277682	0.0189924	0.0730306	0.0142371	0.1524516	0.2046448	0.0944418	0.0723811	0.0323055	0.0229623	0.2137819	0.0654774	0.0202804	0.3822818	0.1187244
run12	1.5989873	0.5953527	0.49978	0.4067646	0.3619075	0.3549132	0.3221195	0.2037323	0.1957861	0.1511339	0.148114	0.1372339	0.1312119	0.1234626	0.1169949	0.0876983	0.0834845	0.0747484	0.0416071	0.0389396	0.0334175	0.0308287	0.0220081	0.0053831	0.0000099	0.0178326	0.0117298	0.0042098	0.0345526	0.0598664	0.0521088	0.018337	0.1042989	0.0920901	0.0865753	0.0142498	0.027235	0.0726257	0.0451515	0.0388971	0.0300231	0.0251728	0.0004127	0.0054744	0.129496	0.1190878	0.1035594	0.068655	0.051117	0.044983	0.0340368	0.0185582	0.0381124	0.0290174	0.0311027	0.0195401	0.013208	0.0100921	0.0083792	0.0017989	0.1436847	0.1321884	0.096063	0.0857311	0.0484681	0.0137823	0.0255911	0.0538789	0.0282728	0.0015995	0.0411318	0.0905945	0.0565206	0.0262787	0.0167054	0.0099623	0.0049885	0.0128261	0.1729972	0.0820744	0.0526575	0.0517814	0.0503438	0.0392417	0.0263058	0.020915	0.0118147	0.0064167	0.0061768	0.0139789	0.0323916	0.015894	0.0125873	0.0076028	0.0032764	0.0082319	0.0425052	0.0366727	0.0274233	0.0168137	0.0084755	0.045777	0.0346603	0.023212	0.0047921	0.0024957	0.0013525	0.0310344	0.0049769	0.0033263	0.0458197	0.0261624	0.0018249	0.0009489	0.0388876	0.0278207	0.0196472	0.0060504	0.1002287	0.0773646	0.0615315	0.0314185	0.0085674	0.0259389	0.0389218	0.0070758	0.0482609	0.0207499	0.005204	0.0503963	0.0294816	0.1735011	0.1204824	0.0157507	0.2213817	0.1024853	0.0655117	0.0428238	0.0262583	0.0160969	0.002061	0.0556145	0.0087063	0.0021214	0.0317731	0.2940605	0.2352439	0.1775714	0.1040865	0.0671308	0.0430442	0.0400325	0.0258599	0.00929830000000001	0.0023397	0.0018949	0.0156985	0.000172	0.2101859	0.1608713	0.0995926	0.0433571	0.0800721	0.0075827	0.0681494	0.0188685	0.2750297	0.084037	0.039644	0.0256945	0.0331521	0.0279335	0.4002429	0.3569932	0.2984058	0.232875	0.2037577	0.1975443	0.1547194	0.0529731	0.0441838	0.0363294	0.029582	0.0093808	0.0080781	0.0025217	0.0174111	0.0081475	0.0254341	0.0110738	0.0358604	0.0322344	0.0240199	0.006264	0.0279294	0.0191714	0.0736176	0.0141832	0.1505197	0.2045924	0.0942631	0.0713091	0.0322753	0.0227901	0.2116964	0.0641271	0.0202453	0.4040797	0.1225784
run13	1.5978162	0.59525	0.5005806	0.406662	0.3614303	0.3543471	0.3217323	0.2045937	0.1963904	0.1513604	0.1483236	0.1372954	0.1315239	0.1238781	0.1173534	0.0881973	0.0841398	0.0750177	0.0421049	0.0392629	0.0337185	0.0310963	0.022166	0.0053893	0.0000095	0.0179401	0.0117677	0.0042486	0.0348201	0.0600199	0.0521044	0.0184821	0.1044174	0.0924063	0.0866973	0.014196	0.0272424	0.072598	0.0451715	0.0387144	0.0301305	0.0252152	0.0004051	0.0055431	0.1298011	0.1192432	0.1037552	0.0691698	0.0512624	0.0451697	0.0338786	0.0186785	0.0382612	0.0291589	0.0312383	0.0195911	0.0131034	0.0100833	0.0084472	0.0018582	0.1437454	0.132464	0.0968337	0.0862439	0.048745	0.0137232	0.0254511	0.0538723	0.0282705	0.0016042	0.0414169	0.0909762	0.056745	0.026508	0.0169289	0.010053	0.0050494	0.0130679	0.173273	0.081457	0.0524219	0.0515398	0.0502224	0.0391739	0.0262957	0.0210105	0.0119944	0.0064147	0.0063004	0.0139392	0.0321376	0.0158608	0.0124673	0.0075516	0.0031988	0.0081579	0.0424287	0.0365887	0.0275412	0.0167363	0.0083719	0.0458952	0.034476	0.0233282	0.0048049	0.002546	0.0013734	0.0308258	0.0049229	0.0032565	0.045582	0.0261582	0.0018319	0.0009388	0.0391593	0.0279013	0.0196862	0.0059744	0.0998833	0.0771114	0.0614623	0.0316437	0.0084439	0.0261696	0.0389399	0.0072022	0.0479933	0.0207704	0.0052387	0.0500874	0.0296912	0.17719	0.1216918	0.0155207	0.2196005	0.1016996	0.0655698	0.0428254	0.0262605	0.0162483	0.0020501	0.0553368	0.0087329	0.0021054	0.0320032	0.2935799	0.2351309	0.1776279	0.1037993	0.0666076	0.0428451	0.0398782	0.0256551	0.0093745	0.0023973	0.0019244	0.0156171	0.0001912	0.2094405	0.1601761	0.0999391	0.0434536	0.081135	0.0075608	0.0681817	0.0191053	0.274857	0.0839267	0.0395389	0.0257909	0.0330847	0.0273342	0.4000526	0.3567998	0.2983399	0.2319984	0.2035185	0.1971618	0.1547926	0.0526006	0.0440964	0.0360835	0.0293087	0.0091683	0.0078581	0.0025145	0.0173357	0.0081253	0.0250404	0.0111307	0.0358308	0.0323679	0.0241657	0.0063539	0.0279168	0.0190214	0.0734647	0.0142042	0.1480234	0.2026803	0.0923093	0.0704807	0.0318618	0.0226154	0.2145166	0.0661448	0.0204018	0.4213624	0.1264687
run14	1.5986649	0.5949662	0.4996882	0.4064488	0.3616578	0.3546325	0.3215808	0.2045512	0.1965894	0.1516381	0.1486271	0.1377848	0.1318407	0.1240526	0.1174583	0.0876211	0.0835565	0.0744089	0.0415973	0.0390152	0.0333766	0.0309098	0.0220369	0.0053529	0.0000104	0.0177491	0.011713	0.004208	0.0346716	0.0592101	0.0516808	0.0184613	0.1044715	0.0918738	0.0864964	0.0141449	0.0271662	0.072715	0.0452355	0.0387977	0.02985	0.0249448	0.0003898	0.0054621	0.1300346	0.1194364	0.1033694	0.0687501	0.0510111	0.0449418	0.0336858	0.0185172	0.0382188	0.0290216	0.031003	0.0192711	0.0130317	0.0099827	0.0083784	0.0018253	0.1440278	0.1322799	0.0961905	0.0856022	0.0485923	0.0136619	0.0257455	0.0534864	0.0280473	0.0015716	0.0410554	0.0905954	0.0563963	0.0262239	0.0165449	0.0098079	0.0049241	0.0129223	0.1734489	0.0818978	0.0525517	0.0517175	0.0503438	0.0393274	0.026264	0.0209502	0.011896	0.0064091	0.0061297	0.0138716	0.0323487	0.0157255	0.012382	0.0075052	0.0032241	0.0080417	0.0424739	0.0365386	0.0274297	0.0168285	0.0084082	0.0461009	0.0347737	0.0234499	0.0048107	0.0025117	0.0013747	0.0310017	0.0049863	0.0033035	0.0456014	0.0262373	0.0017743	0.0009283	0.0388858	0.0280021	0.0198105	0.006078	0.1000495	0.0774173	0.0616088	0.0315831	0.008541	0.0261979	0.0388153	0.0071839	0.0480119	0.0207487	0.0051888	0.0506244	0.029693	0.174906	0.1197565	0.0155426	0.2220065	0.1024916	0.0657735	0.0432348	0.0263701	0.0162689	0.002105	0.0556283	0.0087418	0.0020744	0.0319923	0.2938823	0.235263	0.1774519	0.1036036	0.0666343	0.0427969	0.0398988	0.0257084	0.0093668	0.0023933	0.0019113	0.0157658	0.0001889	0.2096365	0.1604453	0.0991181	0.0428272	0.0806525	0.007422	0.0677441	0.0186638	0.2749755	0.0837701	0.0397448	0.0257432	0.0332162	0.0273713	0.3998927	0.3570077	0.2982575	0.231774	0.2030634	0.1966581	0.1547916	0.0523275	0.0438431	0.0358422	0.029301	0.009181	0.0079767	0.0025265	0.0172338	0.0081226	0.0249999	0.0111605	0.036001	0.0326077	0.0240851	0.0064483	0.0282487	0.0190723	0.0726218	0.0140093	0.1521987	0.2036202	0.0939565	0.0706914	0.0322647	0.0228165	0.2127091	0.0655611	0.0203237	0.4077378	0.1244682
run15	1.5991098	0.595079	0.5000768	0.4061819	0.3616532	0.3545495	0.3216306	0.2048871	0.1969438	0.1524037	0.1493124	0.1382266	0.1323646	0.1243924	0.1175264	0.0879604	0.0837924	0.0749078	0.041661	0.0390216	0.0333694	0.0308235	0.0220967	0.0053112	0.0000101	0.0178425	0.0116499	0.0042261	0.0347715	0.0597005	0.0519173	0.0183857	0.1048526	0.0925266	0.0867047	0.0141803	0.0272298	0.072948	0.0450314	0.0386226	0.0298601	0.0250737	0.0004173	0.005583	0.1303619	0.1199594	0.1038776	0.0693723	0.0512943	0.0451089	0.0338844	0.0187165	0.0382821	0.0289146	0.0311869	0.0195196	0.0130781	0.0100555	0.0083978	0.0017892	0.1446325	0.1331932	0.0966152	0.086346	0.0490136	0.0138015	0.0255915	0.0540824	0.0283089	0.0016114	0.0415446	0.0915386	0.0569793	0.0267118	0.0171212	0.010208	0.0050953	0.0129345	0.1736887	0.081776	0.052633	0.0517689	0.0504325	0.039375	0.0263297	0.0208832	0.0117511	0.0063402	0.006125	0.0138758	0.0322629	0.0157845	0.0124582	0.0075108	0.0032421	0.0081621	0.0426114	0.0364776	0.0274555	0.0166969	0.0084521	0.0458477	0.0346791	0.0232166	0.0047478	0.0025307	0.0013368	0.0307924	0.0049658	0.0033454	0.045422	0.0260379	0.0017725	0.0009303	0.0394261	0.0279248	0.0197623	0.0060847	0.1006919	0.0778901	0.0619106	0.0315437	0.0084002	0.0262753	0.0392024	0.0072056	0.0484067	0.0209201	0.0052299	0.0507483	0.0296904	0.178849	0.1225727	0.0159839	0.2204559	0.1028461	0.0661052	0.0431488	0.0264815	0.016257	0.0020886	0.0558944	0.0088658	0.0020795	0.0316668	0.2942165	0.2351319	0.1774733	0.1036628	0.0665655	0.042851	0.0398317	0.025789	0.0093455	0.0023466	0.0019089	0.0156269	0.0001951	0.2100649	0.1601543	0.0996625	0.0433694	0.0802999	0.0075869	0.0675158	0.0188067	0.2746781	0.0826604	0.0393762	0.0255766	0.0329786	0.0278107	0.3995459	0.3566358	0.2978821	0.2314641	0.202699	0.1964632	0.1544842	0.0528264	0.0443699	0.0361237	0.029571	0.0093459	0.0080037	0.0025299	0.0174275	0.00811010000000001	0.025246	0.0111303	0.0357902	0.0325491	0.0241336	0.0064087	0.0280322	0.0190953	0.0729293	0.01388	0.1474187	0.2033047	0.0941085	0.0718669	0.0323201	0.0229787	0.2125217	0.0651799	0.0201981	0.406854	0.1243069
run16	1.5989615	0.5949999	0.5001184	0.40654	0.3616417	0.3547479	0.3219661	0.2041727	0.1960774	0.1510697	0.1479692	0.1369886	0.1312015	0.1231648	0.1165495	0.0873551	0.0833407	0.0742796	0.0414861	0.0387506	0.0331805	0.0307261	0.0220422	0.0052902	0.0000109	0.0177636	0.0118133	0.0042743	0.0344211	0.0595019	0.0519278	0.0183453	0.1041445	0.0914515	0.0859273	0.0139624	0.0271184	0.0725367	0.0449523	0.0384287	0.030138	0.0251153	0.0004151	0.0054824	0.1294016	0.119076	0.1032586	0.0689222	0.0508924	0.0450979	0.0336381	0.018411	0.0382574	0.0291355	0.0301705	0.0190519	0.0128147	0.009822	0.0081937	0.0017689	0.1435129	0.1319395	0.0957948	0.0853916	0.0482004	0.0135658	0.0253773	0.0532828	0.0280167	0.0015985	0.0410493	0.0906694	0.0565291	0.0265197	0.016913	0.0100359	0.0050182	0.0129716	0.1728827	0.0819282	0.0525322	0.0515497	0.0502047	0.0390891	0.0262209	0.0210089	0.011916	0.0064237	0.0062559	0.0138323	0.0322778	0.0158245	0.0124421	0.0075592	0.0032772	0.0081659	0.0424317	0.0363714	0.0273777	0.016662	0.0084013	0.0458606	0.0345264	0.0232168	0.004761	0.0025401	0.0013615	0.0308923	0.0049705	0.0033329	0.0455553	0.025892	0.0017539	0.0009314	0.0392081	0.0278363	0.0195835	0.0060563	0.1001802	0.077202	0.0614781	0.0316831	0.0085216	0.0260612	0.0387684	0.0071718	0.047928	0.0205963	0.0051279	0.0507465	0.0294678	0.1787563	0.1211662	0.0155255	0.2202547	0.1025291	0.0656245	0.0433635	0.0263466	0.0163103	0.0020635	0.0556333	0.00873440000000001	0.0021322	0.03183	0.2938422	0.2352915	0.1772906	0.1035948	0.0666877	0.0429739	0.0400348	0.025878	0.0093901	0.0023832	0.0019326	0.0155906	0.0001669	0.2106288	0.1607647	0.1000595	0.043417	0.0803309	0.0076142	0.068036	0.0188302	0.2745041	0.0832536	0.0395267	0.025953	0.0330097	0.0275409	0.4000319	0.3569012	0.2984688	0.2321868	0.2028781	0.1965753	0.1547382	0.0525499	0.043866	0.0359301	0.0293302	0.009355	0.0079825	0.0024803	0.0172887	0.0080859	0.0249777	0.011185	0.0357513	0.0322916	0.0240096	0.0064402	0.0278624	0.0189631	0.0739121	0.0143055	0.1474717	0.2022797	0.0942559	0.0718358	0.0324131	0.0230152	0.2130391	0.0662535	0.0203312	0.3759125	0.1175243
run17	1.5986248	0.5948716	0.5000686	0.4067105	0.3614784	0.3543475	0.3212973	0.2023022	0.1943544	0.149404	0.1462815	0.1357359	0.12996	0.12241	0.1156982	0.0865978	0.0823784	0.0737221	0.0409713	0.0382211	0.0328821	0.030217	0.021512	0.0052569	0.0000119	0.0174239	0.0115382	0.0040897	0.0342316	0.0588318	0.0514391	0.0180253	0.1032294	0.0908347	0.0851264	0.0139829	0.0271024	0.0716059	0.0444758	0.0382493	0.0298787	0.0249254	0.0003957	0.0055322	0.1278274	0.118135	0.1025616	0.0680023	0.0504209	0.0445564	0.0335322	0.0185146	0.0376991	0.0290695	0.0311756	0.0196986	0.0130983	0.0101071	0.0084113	0.0017978	0.1418458	0.1307869	0.0951504	0.0846407	0.0480096	0.0136694	0.0252508	0.0525822	0.0279083	0.0015843	0.0408137	0.0898306	0.0559231	0.0258948	0.0166125	0.0097178	0.0050136	0.0129517	0.1710357	0.0808828	0.0519177	0.0511164	0.0498312	0.0387168	0.025936	0.0206074	0.0117688	0.0063523	0.006137	0.0137555	0.0320085	0.0156666	0.0124196	0.0075184	0.0032429	0.0080631	0.0421128	0.0361896	0.0272168	0.0168044	0.0083693	0.0454259	0.0342538	0.0229902	0.0047442	0.0025307	0.0013963	0.0306888	0.0049124	0.003251	0.0450088	0.0258246	0.0017786	0.000927	0.0387493	0.0276658	0.0198015	0.0060265	0.0991491	0.0768111	0.060818	0.03129	0.0085134	0.0259491	0.038639	0.0070587	0.0481004	0.0206324	0.005215	0.0500753	0.0294774	0.1761039	0.1206713	0.015034	0.2209839	0.1019079	0.0655666	0.0429141	0.0262285	0.0162279	0.0020577	0.0553661	0.0087657	0.0020816	0.0316298	0.2941847	0.2356019	0.177911	0.1038551	0.0666643	0.0427516	0.0397775	0.0256236	0.009354	0.0024001	0.0019362	0.0156432	0.0001857	0.2098768	0.160028	0.099258	0.0432319	0.0806516	0.0075991	0.0673401	0.0184924	0.2749434	0.0825311	0.0389131	0.025831	0.032842	0.0275138	0.4000067	0.3569985	0.2979216	0.2317544	0.2024302	0.1963789	0.1543767	0.0525571	0.0439028	0.0359407	0.0294417	0.0092252	0.007958	0.0024804	0.0173966	0.008154	0.025244	0.0112444	0.0359357	0.0321782	0.024092	0.0062715	0.0276947	0.0189575	0.0732017	0.0140806	0.1490038	0.2057872	0.095492	0.0729948	0.0323776	0.0231196	0.2166876	0.066645	0.0202317	0.3953327	0.1201315
run18	1.5976828	0.5949241	0.5004131	0.4060165	0.3610429	0.3540272	0.3211537	0.2041978	0.1961371	0.1513097	0.1481985	0.1372284	0.1314804	0.1233428	0.1167812	0.0872756	0.0833664	0.0745343	0.0413835	0.0388013	0.0332275	0.0305251	0.0218209	0.0052307	0.0000107	0.0177223	0.0116306	0.0041845	0.0346566	0.0594831	0.0519719	0.0182371	0.1042245	0.0911921	0.0859852	0.0142557	0.0267048	0.0727501	0.0452352	0.0387122	0.0300328	0.0251398	0.0004236	0.0055329	0.1295718	0.1189731	0.103278	0.0689928	0.0510077	0.0449652	0.033708	0.0185014	0.0382449	0.0290296	0.0306262	0.0192841	0.0128734	0.0099012	0.0082485	0.0018214	0.143518	0.132157	0.0959619	0.0857356	0.0482586	0.0135856	0.0256992	0.0536013	0.0281423	0.0015834	0.0412959	0.0906759	0.056262	0.0262277	0.0167754	0.0100133	0.0049958	0.012684	0.1726097	0.081271	0.0524103	0.0515429	0.0502188	0.0390077	0.0262555	0.0209365	0.0117791	0.0064441	0.0061446	0.0138161	0.0322638	0.0158708	0.0125163	0.0075918	0.0032173	0.0081861	0.0423208	0.0364685	0.0274008	0.01677	0.0084029	0.045638	0.0342936	0.0231391	0.0047792	0.0025491	0.00138	0.0307694	0.0048661	0.003239	0.045331	0.0258357	0.0017681	0.000944	0.0386234	0.0278827	0.0197436	0.0060423	0.0999083	0.0772407	0.0614334	0.0316845	0.0085062	0.0262634	0.0389775	0.0071542	0.0480511	0.0207645	0.0052408	0.0505189	0.029675	0.1740787	0.1208015	0.0158311	0.2203216	0.1000748	0.0643569	0.0421642	0.025758	0.0159611	0.0020275	0.0544754	0.0085939	0.0020735	0.0317835	0.2928942	0.2342132	0.1762063	0.1030048	0.0667558	0.0427354	0.0398627	0.0256226	0.00930210000000001	0.0023745	0.001897	0.0156755	0.0001951	0.2090519	0.1596963	0.0987694	0.0433001	0.0800378	0.0074953	0.067178	0.0188065	0.274185	0.0838141	0.0392187	0.0256077	0.0332126	0.0274756	0.3995684	0.3566299	0.2979926	0.2315194	0.2027249	0.1968311	0.1547879	0.0525695	0.0441245	0.0361237	0.0293758	0.0092719	0.0080022	0.0025472	0.0174796	0.0081329	0.0252387	0.0110831	0.0359919	0.0326813	0.0243038	0.0064036	0.0281667	0.0191927	0.0736417	0.0142676	0.1506095	0.2036722	0.0931462	0.0715298	0.0324222	0.0230399	0.2121814	0.0658777	0.02061	0.4082048	0.1239133
run19	1.5987456	0.594935	0.499668	0.4060622	0.3616282	0.3543489	0.3216064	0.2031144	0.195124	0.1501066	0.1469686	0.1360672	0.1301717	0.1222762	0.115699	0.0872584	0.0828954	0.0741888	0.0411782	0.0385644	0.0330727	0.030402	0.0217912	0.0052213	0.0000108	0.0175904	0.0116352	0.0041727	0.0347603	0.059515	0.0516364	0.0182879	0.1034949	0.0911202	0.0855299	0.0140848	0.0272593	0.0723769	0.045022	0.0386768	0.029832	0.0250173	0.0003877	0.0054966	0.1285882	0.1180949	0.1027562	0.0684184	0.050954	0.0449084	0.033621	0.0185115	0.0381261	0.028885	0.0309551	0.0192964	0.0130641	0.0101229	0.0083504	0.0018138	0.1423146	0.1312593	0.0955179	0.0854007	0.0485148	0.0137675	0.0255633	0.0534375	0.0282393	0.0015873	0.040963	0.090216	0.0563149	0.0264042	0.0168353	0.0099946	0.0050365	0.0128709	0.1716501	0.0814652	0.0521583	0.0513398	0.0499327	0.039036	0.0261573	0.0210691	0.0118471	0.0065428	0.0061472	0.013967	0.0322622	0.0157359	0.012358	0.0075327	0.0032321	0.0081397	0.042378	0.0364369	0.0275588	0.016753	0.0084453	0.0456134	0.0345532	0.0233366	0.0047986	0.0025429	0.0013972	0.0308988	0.0049066	0.0032943	0.0455128	0.0259076	0.0017658	0.000958300000000001	0.0386769	0.0278152	0.0198845	0.0060051	0.0998516	0.0770362	0.0609715	0.0314176	0.0085049	0.0260281	0.0386756	0.0071121	0.0481562	0.0208579	0.0052714	0.050233	0.0297116	0.1771099	0.1216694	0.0161088	0.2201548	0.101875	0.0652657	0.0428759	0.0262441	0.0162422	0.0020696	0.0550556	0.0087549	0.0020916	0.0317458	0.2937233	0.2347267	0.1769063	0.103815	0.067087	0.0430209	0.0399754	0.0257709	0.0093735	0.0024095	0.0019209	0.0156861	0.000183	0.2095719	0.159894	0.0988897	0.0433216	0.0796627	0.0074012	0.0675826	0.0186993	0.2746505	0.0833818	0.0396395	0.0257423	0.0334377	0.0275867	0.3996053	0.3566544	0.2980702	0.2311901	0.203073	0.1965986	0.1542476	0.0526156	0.0438506	0.0357828	0.0292406	0.0093296	0.0080311	0.002512	0.0175974	0.0081704	0.0251575	0.0111184	0.0354798	0.0320343	0.0239485	0.0063875	0.0276044	0.0189058	0.07347	0.0142168	0.1474681	0.2035199	0.0932965	0.0707595	0.0321841	0.0231678	0.2079546	0.0641341	0.0199764	0.4184351	0.126584
run20	1.5974416	0.5949913	0.500074	0.4062244	0.3609017	0.3539355	0.3208312	0.2028569	0.1949921	0.150415	0.1474219	0.1360928	0.1303844	0.1225953	0.1161174	0.0871004	0.0829606	0.0739714	0.0412411	0.0386587	0.0331618	0.0306069	0.0218041	0.0052677	0.000011	0.0176496	0.0116918	0.004176	0.0343976	0.0592672	0.051689	0.0182456	0.1034904	0.0911384	0.0857128	0.0140854	0.026999	0.0722393	0.0447844	0.038504	0.0301167	0.0252451	0.0004204	0.0055195	0.1287678	0.1184509	0.1027641	0.0686831	0.0506636	0.0447223	0.0336656	0.0184376	0.0380101	0.0289918	0.0308049	0.0192906	0.0129132	0.0099215	0.0082452	0.001777	0.1430462	0.1315237	0.0956338	0.0851613	0.0482319	0.013699	0.0255557	0.0534657	0.0279135	0.0016162	0.0410412	0.0900756	0.0561478	0.026375	0.0168349	0.0099211	0.0050281	0.0129397	0.1717436	0.0808131	0.05219	0.0511999	0.0497877	0.0388859	0.0261376	0.0209197	0.0117685	0.0065125	0.0061427	0.0138725	0.0320412	0.0158463	0.0124937	0.0075404	0.0032048	0.0080927	0.0420641	0.0363561	0.0274326	0.0167557	0.008463	0.0453029	0.0342335	0.0231034	0.0048202	0.002575	0.0013465	0.0306476	0.0049382	0.0032628	0.0454887	0.0259838	0.0017386	0.0009554	0.0388733	0.0277267	0.0196815	0.0060038	0.0997345	0.0771897	0.0613145	0.0314652	0.0084672	0.0260644	0.0388423	0.0070289	0.0481459	0.0205632	0.0051479	0.0504712	0.0298298	0.1772157	0.1224195	0.0158085	0.2198983	0.1027171	0.065784	0.0433162	0.0265624	0.0163586	0.0020111	0.0554996	0.0088485	0.0021162	0.0318353	0.293537	0.2350702	0.1764732	0.103556	0.0663821	0.0427086	0.0398014	0.0257261	0.009257	0.0023642	0.0018692	0.0155965	0.0001845	0.2098759	0.1597102	0.0989681	0.0430395	0.0801259	0.0075036	0.0678206	0.0185298	0.2748767	0.0833858	0.0394452	0.0259061	0.0329679	0.0273018	0.3996364	0.3565947	0.298113	0.2316361	0.2032254	0.1970239	0.1551669	0.0527898	0.0441332	0.0361381	0.0295776	0.0093952	0.0081136	0.0025566	0.017344	0.0081264	0.0253105	0.0111301	0.035439	0.031815	0.0238632	0.0063239	0.0274018	0.0188659	0.0731222	0.0141502	0.1472044	0.2040304	0.0945941	0.0718053	0.032394	0.0230773	0.2108799	0.0656492	0.0201719	0.396914	0.1206379
