Mean_time	Mean_qlow	Mean_qup	Priors
t_n73	199.357	164.42	248.08	0
t_n74	142.961	125.14	165.44	0
t_n75	55.341	43.62	69.87	0
t_n76	45.036	34.81	56.56	0
t_n77	82.613	79.37	86.5	0
t_n78	81.095	78.01	84.79	0
t_n79	64.062	58.75	69.68	0
t_n80	68.018	63.86	71.79	0
t_n81	58.787	53.93	63.34	0
t_n82	77.401	74.83	80.5	0
t_n83	71.992	69.83	74.68	0
t_n84	60.604	57.2	63.28	0
t_n85	70.147	68.05	72.75	0
t_n86	57.733	55.88	60.13	0
t_n87	56.97	55.14	59.35	0
t_n88	51.098	49.37	53.54	0
t_n89	18.62	15.89	23.03	0
t_n90	8.119	6.36	10.6	0
t_n91	69.51	67.42	72.09	0
t_n92	59.422	55.99	62.63	0
t_n93	68.605	66.52	71.16	0
t_n94	52.682	48.25	56.59	0
t_n95	15.568	11.78	19.46	0
t_n96	7.902	5.71	10.29	0
t_n97	45.045	40.12	49.41	0
t_n98	38.037	33.04	42.72	0
t_n99	71.806	69.93	73.99	0
t_n100	68.335	66.68	70.19	0
t_n101	48.172	46.23	50.76	0
t_n102	62.648	60.96	64.39	0
t_n103	43.428	39.96	46.91	0
t_n104	33.708	29.94	37.73	0
t_n105	37.553	34.12	41.13	0
t_n106	9.383	7.52	11.51	0
t_n107	33.621	30.22	37.27	0
t_n108	61.673	59.95	63.43	0
t_n109	56.872	54.78	58.87	0
t_n110	47.487	43.89	50.63	0
t_n111	38.099	33.79	42.22	0
t_n112	20.51	16.69	25.28	0
t_n113	16.282	13.11	20.33	0
t_n114	10.667	8.45	13.68	0
t_n115	15.293	12.29	19.15	0
t_n116	10.939	8.52	14.11	0
t_n117	5.401	4.09	7.17	0
t_n118	2.79	2.09	3.76	0
t_n119	1.31	0.97	1.78	0
t_n120	70.832	69.04	72.88	0
t_n121	66.068	64.63	67.53	0
t_n122	53.247	49.31	56.35	0
t_n123	35.163	29.45	40.57	0
t_n124	62.486	60.9	63.99	0
t_n125	40.613	36.9	43.86	0
t_n126	18.263	13.94	21.51	0
t_n127	17.545	13.36	20.71	0
t_n128	16.041	12.15	19.02	0
t_n129	30.558	27.31	33.35	0
t_n130	18.33	15.88	20.66	0
t_n131	13.716	11.68	15.68	0
t_n132	10.449	8.8	12.08	0
t_n133	8.876	7.43	10.33	0
t_n134	7.437	6.19	8.71	0
t_n135	5.736	4.72	6.81	0
t_n136	4.216	3.44	5.06	0
t_n137	13.253	11.27	15.26	0
t_n138	4.035	3.2	5	0
t_n139	22.785	20.07	25.15	0
t_n140	20.24	17.74	22.42	0
t_n141	11.378	9.72	12.41	0
t_n142	9.287	7.89	10.09	0
t_n143	3.793	3.11	4.4	0
