t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143
run1	2.484111	1.668444	0.6936083	0.5635516	0.8691004	0.8520639	0.6989169	0.7203636	0.6354998	0.8095745	0.7529262	0.6352221	0.7329338	0.6026624	0.5950274	0.5369632	0.2302725	0.1063015	0.7258769	0.6284464	0.7160734	0.5674792	0.1947574	0.102252	0.4963397	0.4292302	0.7448148	0.706446	0.5079913	0.6482281	0.4697923	0.3776755	0.4128148	0.1162525	0.3740824	0.6383692	0.5909352	0.5083624	0.4254274	0.2574599	0.207021	0.1388065	0.1949594	0.1434469	0.072556	0.0379564	0.0180123	0.7337521	0.6780945	0.5632716	0.404291	0.6417551	0.4390777	0.2160577	0.2080876	0.1910779	0.3334734	0.2063499	0.1567266	0.1205457	0.1030964	0.0868924	0.0679171	0.0504693	0.1527192	0.0500124	0.2519074	0.2246974	0.124286	0.1010638	0.0440453
run2	2.4817367	1.6510911	0.7008452	0.5665752	0.8621278	0.8450179	0.6968308	0.7174526	0.6337249	0.8021905	0.7440782	0.6319344	0.7251436	0.6038754	0.596179	0.5374538	0.2278959	0.1047909	0.7186372	0.6264516	0.7095778	0.5678157	0.1941278	0.1027109	0.4965097	0.4296316	0.7399198	0.702105	0.5076564	0.6442758	0.4730671	0.3823214	0.4156368	0.1146044	0.3773955	0.6346304	0.5897693	0.5069748	0.4230237	0.2527429	0.2031592	0.1358554	0.1912686	0.1404886	0.0711283	0.037207	0.017554	0.7288374	0.6752031	0.5638927	0.4064366	0.6394964	0.4391347	0.2138889	0.205882	0.1890556	0.3346493	0.2077586	0.1580964	0.1222323	0.1045856	0.0881873	0.0687749	0.0511845	0.1536992	0.0504023	0.2526445	0.2253712	0.1243128	0.1009997	0.0439934
run3	2.4393077	1.6613485	0.7011931	0.5666753	0.8622713	0.8449331	0.6925471	0.7145009	0.6304961	0.8013588	0.7438179	0.6304543	0.7244397	0.5974839	0.589985	0.5326003	0.2292978	0.1057054	0.7179625	0.6234819	0.7087822	0.5605683	0.1945256	0.103494	0.4878628	0.4220536	0.7365376	0.6992616	0.508	0.6417025	0.4677764	0.3760036	0.4105591	0.1154054	0.3719771	0.6320265	0.5870036	0.5035849	0.4185105	0.2460646	0.197656	0.1330212	0.1862375	0.1392717	0.070806	0.037139	0.0176467	0.7257994	0.6737281	0.5635891	0.4061196	0.6390026	0.438485	0.213378	0.2054031	0.1885138	0.3335208	0.2078342	0.1578935	0.1219693	0.1042501	0.0879855	0.068775	0.0510944	0.1536169	0.0504198	0.251721	0.2244493	0.1242875	0.1009832	0.0440245
run4	2.4765651	1.6470219	0.7006714	0.5661351	0.8594371	0.8427428	0.6928569	0.7149865	0.6315038	0.7996952	0.7429427	0.6297609	0.7239967	0.597185	0.5894234	0.5326911	0.231698	0.1064246	0.7174866	0.6241268	0.7081619	0.5633129	0.1922034	0.1013234	0.4917216	0.4253635	0.7356698	0.6984826	0.5064715	0.6410231	0.4692236	0.3780642	0.4116466	0.1151775	0.3729105	0.631417	0.5863709	0.5031789	0.4173541	0.2489597	0.2007621	0.1354241	0.1892987	0.1388515	0.0702778	0.0368586	0.017498	0.7249692	0.6736587	0.5638934	0.4065692	0.6387763	0.4366028	0.2175731	0.2096064	0.1925944	0.3325076	0.2057904	0.1556564	0.119759	0.1022625	0.0861452	0.0673989	0.0500862	0.1517197	0.0495897	0.2508838	0.223645	0.1240653	0.1008901	0.0440005
run5	2.4783356	1.6655665	0.7010458	0.5663592	0.8748315	0.858074	0.7032806	0.722598	0.6354692	0.8147977	0.7552032	0.6367494	0.73545	0.6107021	0.6026932	0.5417579	0.2289032	0.1049403	0.7286298	0.6300887	0.7190991	0.5729495	0.1950886	0.1030308	0.501122	0.4313399	0.7443318	0.7044435	0.5075739	0.6449363	0.4698677	0.376791	0.4117433	0.1149734	0.3729188	0.6352916	0.5883056	0.5053037	0.4197974	0.2471104	0.19816	0.1319121	0.1867248	0.1385852	0.070315	0.0367301	0.0173985	0.7323458	0.6754395	0.5624959	0.405151	0.6391971	0.4385442	0.2141123	0.2061644	0.1896133	0.3333604	0.2064481	0.1568133	0.1208494	0.1032371	0.0869919	0.0680659	0.0504916	0.1522104	0.0498115	0.2510329	0.2237569	0.1240952	0.100922	0.0439096
run6	2.4856971	1.664166	0.6982208	0.5658359	0.870679	0.8528728	0.6998971	0.7202068	0.6350634	0.8080606	0.7496928	0.6353711	0.7304529	0.6046186	0.596439	0.5359239	0.229863	0.1063626	0.7237531	0.6280627	0.7142431	0.5678312	0.1952944	0.103061	0.4963769	0.4292874	0.7406994	0.7016171	0.506953	0.6433878	0.467866	0.3762468	0.4096197	0.1151016	0.3711011	0.6338882	0.5894364	0.5072243	0.4224917	0.2536368	0.203972	0.1375374	0.1921546	0.1411953	0.0720844	0.0378743	0.0179153	0.7292329	0.675389	0.5636535	0.4072004	0.6403371	0.4387524	0.2152699	0.2071291	0.1904405	0.3332752	0.2057953	0.1557325	0.119791	0.1024201	0.0864482	0.0678202	0.0502978	0.1521026	0.0501068	0.250716	0.2232025	0.1240177	0.1009038	0.044029
run7	2.4646084	1.6510993	0.695429	0.5645532	0.867312	0.8500613	0.7001297	0.7210016	0.6357453	0.8068727	0.7501114	0.6333703	0.7306574	0.601146	0.5934532	0.5347354	0.2300735	0.1058792	0.7241597	0.6270969	0.7148669	0.5640251	0.1939168	0.1027062	0.4916502	0.4246892	0.7420552	0.7042937	0.5079224	0.6455858	0.4691838	0.3774381	0.4107688	0.1146537	0.3725826	0.6359232	0.5897922	0.5065381	0.4223576	0.2526948	0.2029519	0.1368674	0.191155	0.1413069	0.0719943	0.0377144	0.0177812	0.7310205	0.6760339	0.5646682	0.40626	0.6412445	0.4388128	0.2137284	0.2056223	0.1888564	0.3336077	0.2066565	0.1570785	0.1211788	0.103652	0.0873785	0.0683653	0.0508057	0.1527073	0.0501171	0.251816	0.2242588	0.1240232	0.1008771	0.0439008
run8	2.4964824	1.6229712	0.6935341	0.5633441	0.8633275	0.8469495	0.6943041	0.716431	0.6316577	0.8066355	0.7461821	0.6331474	0.7274924	0.5993589	0.5917112	0.5340941	0.2307128	0.1063363	0.7209765	0.6267607	0.711897	0.566555	0.1962299	0.1039859	0.4938872	0.4262524	0.7414805	0.7025828	0.5088372	0.6448162	0.4676859	0.3755625	0.4093742	0.1146588	0.3706991	0.6351034	0.5891397	0.5077044	0.4242879	0.2525912	0.2025846	0.1368695	0.1908272	0.1409528	0.0717276	0.0376887	0.0178869	0.7301073	0.676719	0.5630373	0.4049707	0.640379	0.440227	0.2175785	0.209517	0.1927799	0.3337646	0.2059173	0.1558906	0.1199866	0.1026197	0.0865079	0.0676328	0.0502335	0.152101	0.0500185	0.2518978	0.2245122	0.1240635	0.1009704	0.0440057
run9	2.4917744	1.6428894	0.7012343	0.5668353	0.8614684	0.8449668	0.6962416	0.7167775	0.632822	0.8018931	0.7443033	0.6307888	0.7249931	0.598577	0.590927	0.5339828	0.2334919	0.107007	0.7184644	0.623768	0.7091076	0.5651521	0.1943395	0.1026907	0.4939547	0.4263553	0.7367094	0.6988584	0.5066831	0.6410574	0.4670685	0.3751577	0.4092301	0.1144985	0.3706482	0.6315561	0.5870322	0.5055299	0.4230689	0.2572767	0.2077325	0.1398523	0.1957423	0.1431886	0.0732427	0.0384327	0.0182637	0.7257428	0.6734646	0.5627405	0.4045812	0.6386057	0.4370161	0.2148344	0.2068578	0.1899401	0.3322549	0.2057406	0.1561265	0.1203017	0.1025928	0.0864695	0.0677003	0.050361	0.1516704	0.0498533	0.2507878	0.2234462	0.1240581	0.1009047	0.0440042
run10	2.4883272	1.6959689	0.7010091	0.5661973	1.0463613	1.0233715	0.7857501	0.8459506	0.7198915	0.9416958	0.8489585	0.6871372	0.8220833	0.6388194	0.6283536	0.5470627	0.2301801	0.1072075	0.8130891	0.6387384	0.800098	0.5917327	0.1950753	0.1029524	0.5024522	0.4323041	0.7818859	0.7248151	0.511356	0.6510797	0.4686328	0.3796681	0.4119504	0.1145167	0.3734666	0.6393476	0.5887922	0.5047824	0.4193742	0.2496459	0.200511	0.1345851	0.1888014	0.1397124	0.0707386	0.0371268	0.0176013	0.7635642	0.6775244	0.5643399	0.4102328	0.6413605	0.4387997	0.2157265	0.2076345	0.1906072	0.3336046	0.2074065	0.1576906	0.1217141	0.103997	0.0877628	0.0687725	0.0510658	0.1534071	0.050548	0.2511424	0.2238629	0.1241331	0.1009593	0.0438784
