Mean_time	Mean_qlow	Mean_qup	Priors
t_n73	199.529	164.41	248.17	0
t_n74	143.16	125.1	165.97	0
t_n75	55.424	43.71	69.89	0
t_n76	45.104	34.88	56.57	0
t_n77	82.733	79.37	86.66	0
t_n78	81.212	78.01	84.95	0
t_n79	64.137	58.72	69.82	0
t_n80	68.116	63.83	71.91	0
t_n81	58.872	53.89	63.44	0
t_n82	77.506	74.84	80.64	0
t_n83	72.08	69.83	74.78	0
t_n84	60.664	57.2	63.36	0
t_n85	70.229	68.04	72.84	0
t_n86	57.749	55.88	60.23	0
t_n87	56.984	55.14	59.46	0
t_n88	51.108	49.37	53.62	0
t_n89	18.636	15.89	23.03	0
t_n90	8.128	6.36	10.61	0
t_n91	69.59	67.41	72.18	0
t_n92	59.426	55.99	62.69	0
t_n93	68.682	66.51	71.25	0
t_n94	52.705	48.29	56.66	0
t_n95	15.576	11.79	19.46	0
t_n96	7.906	5.71	10.29	0
t_n97	45.06	40.15	49.47	0
t_n98	38.047	33.06	42.75	0
t_n99	71.876	69.92	74.07	0
t_n100	68.388	66.67	70.25	0
t_n101	48.185	46.23	50.78	0
t_n102	62.653	60.95	64.44	0
t_n103	43.416	39.91	46.9	0
t_n104	33.698	29.89	37.75	0
t_n105	37.54	34.07	41.14	0
t_n106	9.379	7.52	11.5	0
t_n107	33.609	30.17	37.28	0
t_n108	61.677	59.94	63.48	0
t_n109	56.875	54.78	58.87	0
t_n110	47.491	43.92	50.61	0
t_n111	38.102	33.83	42.19	0
t_n112	20.504	16.68	25.25	0
t_n113	16.276	13.1	20.3	0
t_n114	10.662	8.44	13.66	0
t_n115	15.288	12.28	19.12	0
t_n116	10.935	8.52	14.1	0
t_n117	5.399	4.09	7.16	0
t_n118	2.789	2.08	3.75	0
t_n119	1.31	0.97	1.78	0
t_n120	70.897	69.04	72.96	0
t_n121	66.07	64.61	67.55	0
t_n122	53.247	49.27	56.36	0
t_n123	35.171	29.45	40.61	0
t_n124	62.484	60.87	64	0
t_n125	40.62	36.9	43.86	0
t_n126	18.304	14.04	21.51	0
t_n127	17.584	13.46	20.71	0
t_n128	16.078	12.25	19.02	0
t_n129	30.563	27.31	33.35	0
t_n130	18.333	15.86	20.67	0
t_n131	13.718	11.67	15.69	0
t_n132	10.45	8.79	12.09	0
t_n133	8.878	7.42	10.34	0
t_n134	7.438	6.18	8.71	0
t_n135	5.736	4.72	6.81	0
t_n136	4.217	3.44	5.06	0
t_n137	13.256	11.26	15.27	0
t_n138	4.036	3.2	5.01	0
t_n139	22.786	20.05	25.15	0
t_n140	20.239	17.72	22.41	0
t_n141	11.376	9.71	12.41	0
t_n142	9.285	7.88	10.1	0
t_n143	3.792	3.11	4.4	0
