t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143	t_n144	t_n145	t_n146	t_n147	t_n148	t_n149	t_n150	t_n151	t_n152	t_n153	t_n154	t_n155	t_n156	t_n157	t_n158	t_n159	t_n160	t_n161	t_n162	t_n163	t_n164	t_n165	t_n166	t_n167	t_n168	t_n169	t_n170	t_n171	t_n172	t_n173	t_n174	t_n175
run21	1.6005403	0.4681943	0.269562	0.2624145	0.2534754	0.1873028	0.1043062	0.0959864	0.0869444	0.0806445	0.0683095	0.0625129	0.033575	0.025947	0.0056833	0.0051264	0.0044885	0.0041592	0.0195712	0.0080814	0.0022829	0.0001461	0.0209146	0.0403202	0.0807738	0.0704263	0.0560642	0.0155785	0.0110102	0.0055098	0.000884600000000001	0.0014671	0.0111456	0.0371149	0.0260828	0.0852657	0.0785652	0.0632003	0.0265028	0.0130038	0.0007279	0.0376171	0.2362254	0.2070119	0.0640442	0.1750622	0.2032005	0.2267421	0.0813524	0.0543011	0.0347794	0.0497069	0.1356231	0.1310102	0.105945	0.0987237	0.0554834	0.0461945	0.0418298	0.0324272	0.0077283	0.0064568	0.0054243	0.0080894	0.0106939	0.0003397	0.0068916	0.0958171	0.069032	0.051427	0.0446974	0.0401008	0.0301472	0.0108799	0.0345493	0.0604905	0.0998429	0.0849902	0.0475098	0.0378349	0.0021463	0.0161065	0.0218932	0.0069987	0.0702694	0.2805467	0.0820627
run22	1.601383	0.4684975	0.2699496	0.2629172	0.2540194	0.1882301	0.1041405	0.0957259	0.08674	0.0804919	0.068157	0.062361	0.0334737	0.0257856	0.0056504	0.0050531	0.0044227	0.0041021	0.0195269	0.0080781	0.0022714	0.0001439	0.0210751	0.040505	0.0805191	0.0702113	0.0558126	0.0156408	0.0111717	0.005546	0.000913500000000001	0.0014648	0.0112434	0.0370919	0.0262577	0.084985	0.0786001	0.0634833	0.0265895	0.0130463	0.000699900000000001	0.0380886	0.237463	0.207986	0.0650566	0.1767371	0.2043663	0.2271057	0.0818255	0.0543218	0.0347725	0.0507355	0.1367388	0.1320978	0.1068156	0.0997896	0.0561935	0.0468799	0.042328	0.0326831	0.0077594	0.0064613	0.0054521	0.0082707	0.0109456	0.0003479	0.0068948	0.0966494	0.0690187	0.0514149	0.044577	0.0400222	0.0300305	0.0109948	0.0347946	0.0609611	0.1013821	0.0853908	0.0475963	0.0380994	0.0021188	0.016194	0.0220912	0.006965	0.0709829	0.280962	0.0837245
run23	1.6006163	0.4682404	0.2714669	0.264392	0.2556893	0.1894486	0.1056556	0.0972948	0.0878721	0.0812806	0.0692146	0.0632626	0.0342569	0.0264229	0.0057197	0.0051753	0.0044887	0.00418	0.0199292	0.0082163	0.0023027	0.0001263	0.0211291	0.0406244	0.0815689	0.0712443	0.0566788	0.0157997	0.011088	0.0054649	0.0009138	0.0014782	0.0113328	0.0372883	0.0263786	0.0856136	0.0794015	0.0640585	0.0265881	0.0130652	0.000692400000000001	0.0388275	0.2382662	0.2092123	0.0645164	0.1765021	0.2041861	0.2275272	0.0812908	0.0541025	0.0347753	0.050823	0.1362527	0.1317422	0.1062337	0.0992756	0.0558573	0.0464591	0.0418382	0.032412	0.007695	0.0063851	0.0054041	0.0081708	0.0109174	0.0003566	0.0067643	0.0957838	0.0685701	0.0510703	0.0444094	0.0395453	0.0299071	0.010879	0.034567	0.0603505	0.1007894	0.0856389	0.0477709	0.038183	0.0021254	0.016133	0.0221656	0.0071315	0.0704525	0.2822671	0.0834432
run24	1.6004997	0.4684131	0.2686126	0.2612532	0.2528187	0.1869385	0.1035734	0.0951785	0.0860994	0.0796956	0.0674049	0.0615724	0.0329462	0.0254271	0.0054805	0.004935	0.0043021	0.0040024	0.0192379	0.0078246	0.0022406	0.0001478	0.0207475	0.0400124	0.0797723	0.0694491	0.0555089	0.0153419	0.0108263	0.0053855	0.000905600000000001	0.0014477	0.0111095	0.0366818	0.0261101	0.0847894	0.0781688	0.0630528	0.026281	0.0129665	0.000693300000000001	0.0379315	0.2357375	0.2070165	0.0637512	0.1751971	0.2028871	0.2259216	0.0806659	0.0537054	0.0345828	0.0507094	0.1385507	0.1335398	0.108013	0.1007101	0.0568272	0.0475153	0.0429557	0.0333653	0.0079463	0.0066604	0.0055599	0.0083978	0.0109524	0.0003695	0.0069592	0.0975013	0.0697857	0.0518439	0.0450472	0.0404067	0.0304016	0.0111362	0.0346787	0.0614765	0.1021604	0.0866844	0.0483554	0.0385588	0.0021148	0.0164829	0.0225424	0.0071579	0.0712745	0.2765103	0.0778504000000001
run25	1.6011346	0.4682745	0.2711231	0.2645687	0.2558545	0.1898211	0.1055687	0.0971411	0.0880277	0.0815828	0.0690562	0.0630804	0.033965	0.0262088	0.0056867	0.0051369	0.0044596	0.0041364	0.0198166	0.0080498	0.0022855	0.0001471	0.0211052	0.0408404	0.0815478	0.071163	0.0567552	0.0157601	0.0112063	0.0055201	0.0008916	0.0015051	0.0112896	0.0374406	0.0262225	0.0857038	0.0792575	0.0637372	0.0267879	0.0132173	0.000739500000000001	0.0379041	0.2386242	0.2094009	0.0649357	0.177157	0.2045936	0.2280692	0.081776	0.0541911	0.0348319	0.049991	0.1370531	0.1322617	0.1066893	0.0996311	0.0560376	0.0465933	0.0421444	0.0325745	0.0076535	0.0063872	0.0054043	0.0082486	0.010772	0.000331	0.006778	0.0963561	0.0690797	0.0514501	0.044631	0.0401082	0.0301256	0.010884	0.0345116	0.0608223	0.1006507	0.0855692	0.0477047	0.0380436	0.002101	0.0161823	0.0220162	0.00703	0.0708382	0.2824268	0.0832774
run26	1.6007979	0.4680181	0.2709101	0.2639778	0.2558117	0.1886188	0.105107	0.0964689	0.0873188	0.0807943	0.0686313	0.0626686	0.0337896	0.0261169	0.0056711	0.0051271	0.0044832	0.0041697	0.0197356	0.0081787	0.0022698	0.0001457	0.0211589	0.040591	0.0808743	0.070713	0.0564438	0.0156108	0.011025	0.0054968	0.0008838	0.0014254	0.0112223	0.0374807	0.0265086	0.0857724	0.0793018	0.0638278	0.026852	0.0130518	0.0007023	0.0380782	0.2377495	0.2082112	0.0646975	0.1762939	0.2046357	0.2276678	0.0818131	0.0541387	0.0345714	0.0510169	0.1379451	0.1330025	0.1078962	0.1008051	0.0571157	0.0477051	0.0431768	0.0332351	0.0078611	0.0066042	0.0055459	0.0083607	0.0110171	0.0003558	0.0069249	0.0974416	0.0699394	0.0519396	0.0451373	0.0403522	0.0302672	0.0111105	0.0349756	0.0616544	0.1021208	0.0866924	0.0481803	0.0387999	0.0021162	0.0162186	0.0222932	0.0070912	0.0711229	0.2815661	0.0843326
run27	1.5997203	0.4682956	0.2708014	0.2636923	0.2553884	0.1890496	0.1055034	0.096969	0.0875343	0.0812979	0.0689384	0.0627998	0.0339639	0.0262497	0.0056444	0.0051178	0.0044589	0.0041559	0.019805	0.0081145	0.0022978	0.0001365	0.0210614	0.0404894	0.0812323	0.0709047	0.0563488	0.0155424	0.0109961	0.0054613	0.0008999	0.0014884	0.0112909	0.0373955	0.0265755	0.0860375	0.0795263	0.063585	0.0266604	0.0132029	0.0007188	0.0388076	0.2371809	0.2083199	0.0645635	0.1751622	0.2041327	0.2275869	0.0816311	0.053948	0.0346866	0.0507803	0.1336394	0.1294951	0.1048397	0.0979846	0.0546561	0.0457088	0.04125	0.0319328	0.0075523	0.0062967	0.0053436	0.0080929	0.0105956	0.000346	0.006638	0.0948867	0.067927	0.0508459	0.0442031	0.0395396	0.029793	0.010741	0.0344971	0.059806	0.0993896	0.084668	0.0470195	0.0377869	0.0021223	0.0161763	0.0219071	0.0070129	0.0695369	0.2792098	0.0822401
run28	1.600315	0.4683075	0.2708066	0.2638478	0.2550639	0.1884839	0.1048664	0.0967089	0.0875681	0.0812068	0.0689903	0.063119	0.0338917	0.0261662	0.0056714	0.005131	0.004479	0.0041716	0.0197851	0.0080502	0.0022768	0.0001627	0.0211462	0.0404732	0.0813632	0.0709216	0.0562952	0.0154686	0.0108857	0.0054248	0.000883000000000001	0.0014576	0.0110247	0.0373012	0.02638	0.0858804	0.0793128	0.0638244	0.0267224	0.0130784	0.000743800000000001	0.0381792	0.2381724	0.2094047	0.0640606	0.1758518	0.2041245	0.2263691	0.0817785	0.0540406	0.0349508	0.0511218	0.1350693	0.1306758	0.1054431	0.0986276	0.0553079	0.045847	0.0415943	0.0321724	0.0076251	0.0064279	0.0053852	0.0081959	0.0106997	0.0003548	0.0067207	0.0950594	0.0683455	0.0509813	0.0440938	0.0396435	0.0299304	0.0108694	0.0344002	0.060055	0.0999959	0.0849385	0.0473881	0.0379376	0.0020842	0.0162445	0.0220649	0.0071378	0.0700457	0.2822389	0.0854345
run29	1.6003082	0.4681214	0.2708326	0.2638145	0.2552007	0.1887325	0.1058887	0.097407	0.0878275	0.0815505	0.0693074	0.0633998	0.0342429	0.0264672	0.0057428	0.0051829	0.0045111	0.0042032	0.0200497	0.0082495	0.0023322	0.000144	0.0211734	0.040596	0.0815096	0.0710046	0.0567134	0.0156478	0.0110768	0.0054635	0.0008937	0.0014313	0.011258	0.0376748	0.0264664	0.0861189	0.0789049	0.0639044	0.0267323	0.0131751	0.0007385	0.0384666	0.2376946	0.2090832	0.0641214	0.1757746	0.204223	0.2277097	0.0824318	0.0546244	0.035159	0.0503664	0.1371577	0.1326404	0.1073144	0.1003649	0.0566545	0.0469492	0.0423502	0.0326878	0.0077518	0.0064917	0.0054526	0.0082728	0.0108053	0.0003565	0.0068692	0.0970241	0.0694888	0.0516613	0.0450412	0.0402328	0.0302417	0.0110304	0.0348481	0.0612229	0.1013541	0.0860515	0.0479285	0.0384198	0.0021145	0.0163216	0.0220696	0.0070144	0.0707438	0.2765826	0.0781987
run30	1.6011606	0.4681615	0.2681029	0.261329	0.2525875	0.1866294	0.1028821	0.0943506	0.0852812	0.079027	0.0670274	0.0614352	0.0329876	0.0255083	0.0055639	0.0050116	0.00435	0.0040591	0.0192746	0.0079035	0.0022528	0.0001629	0.0206992	0.0398443	0.0793484	0.0694287	0.0552479	0.0152774	0.0107681	0.0053388	0.0008814	0.0014457	0.0109893	0.0367657	0.0261586	0.0848472	0.0781251	0.0627803	0.0263376	0.0129777	0.0006833	0.0379781	0.2352504	0.2064391	0.0637221	0.1743981	0.2023583	0.2249363	0.0801868	0.053447	0.0346651	0.050403	0.1346605	0.1298604	0.1048278	0.0976563	0.0549113	0.0459051	0.0415826	0.0321284	0.007632	0.0063847	0.0053372	0.0081586	0.0106803	0.0003488	0.0067072	0.0949957	0.0680257	0.0507844	0.0441375	0.0395284	0.0297765	0.0108643	0.0342473	0.0599095	0.0994198	0.0841228	0.0470281	0.0373285	0.0020696	0.0158627	0.0217863	0.0068507	0.0693439	0.2797337	0.0838755
run31	1.6025285	0.4680565	0.2699436	0.2633163	0.2546237	0.188064	0.1041627	0.0958446	0.086916	0.0805589	0.0682536	0.0624649	0.0334722	0.0258735	0.0055645	0.0050582	0.0043838	0.0040773	0.0195745	0.0080273	0.002284	0.0001524	0.020946	0.0403027	0.0807556	0.0702053	0.0559589	0.015597	0.0109296	0.0054071	0.000889200000000001	0.0014845	0.0112897	0.0373807	0.0263012	0.0855403	0.0792218	0.0637024	0.0265994	0.0131384	0.0007401	0.0371565	0.2372579	0.2082156	0.0644304	0.1756667	0.203037	0.2270397	0.0819322	0.0543249	0.0349006	0.049962	0.1331564	0.1287484	0.104411	0.097547	0.054759	0.045593	0.0411828	0.0316928	0.0074715	0.0062758	0.0052763	0.0080438	0.010644	0.0003333	0.006679	0.0940156	0.0675802	0.050387	0.0437097	0.0389298	0.0294661	0.0108972	0.0340723	0.0594387	0.0984531	0.0834624	0.0466922	0.0371824	0.002051	0.0158209	0.0216946	0.0069226	0.0689638	0.2811847	0.0836126
run32	1.6006801	0.4683138	0.2675462	0.2606049	0.2516904	0.1857355	0.1021712	0.0940123	0.0851654	0.0790157	0.0670248	0.0613066	0.0329997	0.0255157	0.0055611	0.0050192	0.0044036	0.0040818	0.0192555	0.0080174	0.0022668	0.0001373	0.0206783	0.0397478	0.0792119	0.0691919	0.0549661	0.0152293	0.0107892	0.0053536	0.0008557	0.0014699	0.0110822	0.0369054	0.0258092	0.0845246	0.0782806	0.0630062	0.0264061	0.0127667	0.0007297	0.0379673	0.2351773	0.2068896	0.0640926	0.1741798	0.2023624	0.2251228	0.0803609	0.0536278	0.0342645	0.0504387	0.1380274	0.1332854	0.1080777	0.1009597	0.0567647	0.047237	0.042773	0.0330596	0.007868	0.0066063	0.0055293	0.0084017	0.0108773	0.0003563	0.0069667	0.09745	0.0700009	0.0521609	0.0451666	0.0404025	0.0305563	0.0111274	0.0350695	0.0617256	0.1021068	0.0865599	0.0483787	0.0387091	0.0021515	0.0164234	0.0224712	0.0069917	0.0715582	0.2792738	0.0830323
