Calib;node;Prior
MAMMALIA;635;ST(1.642,0.425,12.652,1714.565)
CHIROPTERA;636;ST(0.596,0.016,-1.239,13.572)
Molossidae-V-M-N;638;B(0.38,0.56)
Molossidae-V-M;639;B(0.38,0.56)
Monotremata;1266;B(0.1289,1.345)
Tachyglossidae;1267;B(0.0258,1.345)
