Mean_time	Mean_qlow	Mean_qup	Priors
t_n73	199.365	164.13	248.36	0
t_n74	142.365	124.08	165.78	0
t_n75	55.603	43.49	69.73	0
t_n76	45.299	34.82	56.6	0
t_n77	81.459	78	85.22	0
t_n78	79.948	76.67	83.54	0
t_n79	63.272	57.53	68.68	0
t_n80	67.017	63	70.66	0
t_n81	57.867	53.27	62.54	0
t_n82	76.21	73.49	79.25	0
t_n83	70.783	68.51	73.52	0
t_n84	59.283	55.83	62.49	0
t_n85	68.94	66.78	71.65	0
t_n86	58.845	57	61.58	0
t_n87	56.141	54.37	58.84	0
t_n88	50.755	48.97	53.3	0
t_n89	18.663	15.91	23.09	0
t_n90	8.16	6.38	10.63	0
t_n91	68.318	66.18	71.01	0
t_n92	58.176	55.02	61.73	0
t_n93	67.42	65.3	70.11	0
t_n94	51.728	47.25	55.67	0
t_n95	15.358	11.67	19.24	0
t_n96	7.822	5.67	10.19	0
t_n97	44.241	39.36	48.57	0
t_n98	37.381	32.44	42	0
t_n99	70.504	68.61	72.44	0
t_n100	69.627	67.82	71.43	0
t_n101	66.719	65.19	68.17	0
t_n102	47.66	45.75	49.72	0
t_n103	61.03	59.87	62.34	0
t_n104	59.523	58.35	60.87	0
t_n105	41.236	38.41	44.01	0
t_n106	32.019	28.68	35.28	0
t_n107	35.665	32.79	38.52	0
t_n108	8.993	7.24	10.85	0
t_n109	31.938	29.03	34.85	0
t_n110	55.016	53.42	56.62	0
t_n111	46.225	42.99	48.9	0
t_n112	37.283	33.26	40.98	0
t_n113	20.322	16.49	24.93	0
t_n114	16.154	12.95	20.12	0
t_n115	10.604	8.36	13.6	0
t_n116	15.178	12.14	18.97	0
t_n117	10.885	8.42	14.06	0
t_n118	5.382	4.04	7.17	0
t_n119	2.784	2.06	3.77	0
t_n120	1.308	0.96	1.79	0
t_n121	65.318	63.67	66.53	0
t_n122	52.863	48.85	56.02	0
t_n123	34.989	29.38	40.55	0
t_n124	61.86	60.04	63.33	0
t_n125	40.338	36.89	43.48	0
t_n126	18.276	14.15	21.48	0
t_n127	17.561	13.56	20.68	0
t_n128	16.06	12.33	19.01	0
t_n129	30.335	27.36	33.05	0
t_n130	18.202	15.89	20.45	0
t_n131	13.629	11.71	15.54	0
t_n132	10.383	8.82	11.98	0
t_n133	8.825	7.45	10.24	0
t_n134	7.397	6.21	8.64	0
t_n135	5.709	4.74	6.76	0
t_n136	4.2	3.45	5.03	0
t_n137	13.17	11.3	15.12	0
t_n138	4.027	3.21	4.98	0
t_n139	22.637	20.04	24.94	0
t_n140	20.117	17.7	22.25	0
t_n141	11.337	9.7	12.39	0
t_n142	9.259	7.87	10.08	0
t_n143	3.786	3.1	4.4	0
