t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143
run1	2.470566	1.6663524	0.6950853	0.5655553	0.8589023	0.8424774	0.6931427	0.7116831	0.6290058	0.8014899	0.7441699	0.6252931	0.7245851	0.6194608	0.5913424	0.5354637	0.2320187	0.1063598	0.7177889	0.6187186	0.7081188	0.5573316	0.1905735	0.100945	0.486461	0.4207806	0.7285641	0.7176566	0.6831287	0.496763	0.6232334	0.6083321	0.4407566	0.3534387	0.386244	0.1088991	0.3495716	0.5653487	0.4867195	0.4059374	0.2396032	0.1925061	0.129835	0.1813491	0.1337937	0.0682511	0.0357936	0.0169839	0.6652485	0.5601644	0.4050493	0.6333038	0.4336142	0.2097051	0.2018575	0.1852563	0.329258	0.2037751	0.15473	0.1192631	0.1018614	0.0859432	0.0672809	0.0500174	0.1509156	0.0495421	0.2485034	0.2217174	0.1237764	0.1007554	0.0440375
run2	2.4796975	1.6484741	0.6994888	0.5671507	0.8476855	0.8304973	0.6815836	0.7025453	0.6230309	0.7876615	0.7306052	0.6227892	0.711922	0.6139032	0.5863342	0.5317159	0.2304322	0.1059867	0.7056372	0.6148331	0.6966849	0.5549153	0.1929629	0.102154	0.484957	0.4202825	0.722903	0.713133	0.6817346	0.497252	0.6235479	0.6086179	0.439459	0.3514707	0.3842515	0.1086338	0.3472991	0.5656578	0.4867936	0.4061175	0.2421854	0.1951964	0.1320026	0.1839876	0.1364309	0.0692152	0.0363629	0.017217	0.6657527	0.5607915	0.4070161	0.6335781	0.4349651	0.2146693	0.2067483	0.190127	0.3305612	0.2051353	0.1558064	0.1201916	0.1028077	0.0867796	0.0678567	0.0504938	0.1516764	0.0501339	0.2494592	0.2228443	0.1241094	0.1009314	0.044185
run3	2.4677973	1.6529578	0.6989438	0.5662048	0.9066764	0.889403	0.7058925	0.7399882	0.6366968	0.8411622	0.7758268	0.6345618	0.754645	0.6264068	0.5962151	0.5379784	0.2312276	0.1071287	0.7447337	0.6251492	0.7315378	0.5631467	0.1920799	0.1015588	0.4893403	0.4216301	0.7320985	0.720192	0.6845551	0.497476	0.623927	0.6089847	0.4405216	0.3526796	0.3852505	0.1086856	0.3479799	0.5666665	0.4898026	0.411808	0.2523434	0.2036429	0.1382399	0.1920853	0.1429421	0.0730275	0.0383003	0.0182188	0.665679	0.5608644	0.4075585	0.6335423	0.4365863	0.2172945	0.2089005	0.1923118	0.331659	0.2051375	0.1557292	0.1200229	0.1024417	0.0864432	0.0677479	0.0503523	0.1517832	0.050102	0.2499664	0.2230523	0.1240414	0.10091	0.0440536
run4	2.4957468	1.6730262	0.7000379	0.5668607	0.8636432	0.8462625	0.6968235	0.7173485	0.6353568	0.802995	0.7450134	0.6322373	0.7262585	0.622567	0.5930854	0.5345728	0.2314573	0.1057993	0.720109	0.6257218	0.7112491	0.5632669	0.1927643	0.1017574	0.489313	0.4221764	0.7293809	0.7181417	0.6833501	0.4968199	0.6239486	0.6092186	0.4406427	0.3527464	0.3852918	0.1074192	0.3483266	0.566609	0.4893467	0.411118	0.2513437	0.2028874	0.1380422	0.1914748	0.1423087	0.072859	0.0383381	0.0182171	0.6658966	0.5590608	0.4027734	0.6331036	0.434172	0.2156185	0.2076738	0.190785	0.3298011	0.2031332	0.1545495	0.1191871	0.1019472	0.0859686	0.0673401	0.0499787	0.1498946	0.049241	0.2482533	0.2214789	0.1237485	0.1007574	0.0438712
run5	2.4841843	1.6404669	0.6929693	0.5645469	0.8482261	0.8312648	0.6816999	0.702734	0.6215939	0.7888765	0.731134	0.622981	0.7123244	0.6108395	0.5832006	0.5289712	0.2327272	0.1079099	0.7061031	0.6139854	0.6969714	0.5542156	0.1938218	0.1026829	0.4837247	0.4192353	0.7229666	0.71293	0.6808695	0.4978341	0.6234836	0.6088974	0.4414452	0.3545912	0.3865057	0.1089293	0.3499039	0.5667309	0.4886141	0.4068257	0.2420151	0.1951281	0.1313063	0.1837347	0.1350883	0.0686555	0.0360069	0.0170842	0.6650318	0.5601834	0.4048538	0.6332165	0.4365879	0.2160044	0.2079472	0.1911501	0.3320852	0.2071731	0.1578323	0.1216249	0.1039846	0.0878272	0.0687422	0.0510956	0.1531898	0.050512	0.2510605	0.2240187	0.1240775	0.1009047	0.0441028
run6	2.4999053	1.6715932	0.6972941	0.5660691	0.8478216	0.8309239	0.6820384	0.7015448	0.6202725	0.7885904	0.7327845	0.6225302	0.7139518	0.6160679	0.5886596	0.5327603	0.2294211	0.1045795	0.7077193	0.6148873	0.6987127	0.5529098	0.1909261	0.1010628	0.4806117	0.4151962	0.7223722	0.7123455	0.6803486	0.4981311	0.6232978	0.6088054	0.4396203	0.3522153	0.3849041	0.1078555	0.3483767	0.5669197	0.4913633	0.4139974	0.2551879	0.2062219	0.1392696	0.1944853	0.1453489	0.073646	0.0386012	0.018356	0.6649434	0.559967	0.4037316	0.6329054	0.4337605	0.2144252	0.2064233	0.1895726	0.3295507	0.203537	0.1545277	0.1193167	0.1020716	0.0861024	0.0674003	0.0501028	0.1503272	0.0497563	0.2489363	0.2222072	0.1237256	0.1008281	0.0440451
run7	2.4741754	1.6440911	0.6966944	0.5654836	0.8466718	0.8295382	0.6815841	0.7029747	0.6239274	0.7875325	0.7314502	0.623233	0.7127062	0.6116459	0.584141	0.5297239	0.2297583	0.1053994	0.7063684	0.6141789	0.6973872	0.5524823	0.1920128	0.1019824	0.4809534	0.4154362	0.7220927	0.7123354	0.6808648	0.4975862	0.6232523	0.608657	0.4416592	0.3547999	0.3861724	0.1093528	0.3499148	0.5660778	0.4880621	0.407598	0.2454971	0.1979069	0.1331474	0.1863449	0.1386736	0.0708043	0.0369839	0.0175138	0.6649287	0.5600031	0.4059994	0.6330065	0.4337389	0.2130613	0.2052284	0.1883718	0.3301296	0.2037399	0.1549156	0.1191534	0.1018206	0.0860299	0.0672703	0.0500809	0.1508789	0.0497657	0.2492125	0.2223739	0.1238832	0.1009009	0.0439363
run8	2.4909141	1.6684823	0.7008454	0.5673228	0.8603487	0.8432024	0.6929558	0.7113011	0.6284151	0.7991332	0.7416748	0.6294681	0.7225486	0.6217355	0.5941167	0.538139	0.2311845	0.1072329	0.7163464	0.6221435	0.7069366	0.5631621	0.1934275	0.102554	0.491188	0.4245068	0.7285429	0.7176449	0.6834093	0.496533	0.6231845	0.6082965	0.4394521	0.3526121	0.3851893	0.1085962	0.348753	0.5658245	0.4892237	0.4106829	0.2512127	0.202996	0.1372781	0.1914352	0.1409384	0.0715145	0.0376917	0.0178493	0.6655027	0.5598417	0.4040865	0.632855	0.431627	0.2142189	0.2062686	0.1896367	0.3280865	0.2022584	0.1535039	0.1182961	0.1010743	0.0853589	0.066547	0.0495367	0.1497634	0.0492999	0.2485991	0.2218143	0.1237321	0.1007737	0.0440255
run9	2.4701704	1.643043	0.6963736	0.5649624	0.8454117	0.828354	0.682734	0.7016909	0.6221247	0.7851166	0.7280975	0.6209329	0.7097389	0.609163	0.5825666	0.5292298	0.2311375	0.1073608	0.703382	0.612043	0.6943431	0.5520589	0.1930265	0.1025767	0.4822774	0.4171089	0.7202899	0.7106672	0.6795876	0.4975291	0.6227695	0.6083162	0.4387079	0.3516205	0.3836575	0.108253	0.3474005	0.5664622	0.4898836	0.4114484	0.248239	0.1990498	0.1337457	0.1874383	0.139723	0.071585	0.0375643	0.0178433	0.6648653	0.5610011	0.4067902	0.633515	0.4381933	0.2193703	0.2114823	0.1943029	0.3324964	0.2059385	0.156994	0.1215946	0.1040463	0.0878797	0.0686781	0.050975	0.1524278	0.0504561	0.2497964	0.2227484	0.1238701	0.1008761	0.0440251
run10	2.4808026	1.6476214	0.6949896	0.5649512	0.8468933	0.8299609	0.6803531	0.7025527	0.6227043	0.7872041	0.7303148	0.6222719	0.7114683	0.6099606	0.582728	0.5291843	0.2293535	0.1048464	0.7051893	0.6133366	0.6961357	0.5564993	0.1913379	0.101319	0.4870772	0.4213828	0.7217738	0.7119202	0.680629	0.496262	0.623431	0.6087282	0.4387999	0.3516972	0.3834782	0.1084505	0.3467646	0.5660672	0.4894162	0.4106571	0.2506885	0.2028077	0.1380269	0.1913257	0.1419626	0.0730533	0.0384853	0.018298	0.6652405	0.5605077	0.406407	0.6334186	0.4348442	0.2163126	0.2080961	0.1912871	0.3306301	0.203607	0.1545539	0.1189756	0.1016784	0.0857585	0.0670292	0.0497814	0.1502788	0.0492463	0.2495479	0.2225144	0.1238325	0.1008104	0.04399
