Calib;node;Prior
Mammalia;692;ST(1.642,0.425,12.652,1714.565)
Muridae;693;ST(0.174,0.035,3.117,381.97)
Murinae;698;ST(0.086,0.021,3.794,547.445)
M.pahari-rest;752;ST(0.043,0.013,3.575,94.222)
M.caroli-rest;770;ST(0.022,0.007,3.426,86.245)
M.spretus-M.musculus;771;ST(0.0104,0.003,3.380,83.529)
Cricetidae;1379;ST(0.137,0.03,3.464,240.317)
