Calib;node;Prior
Mammalia;631;ST(1.642,0.425,12.652,1714.565)
D.ordi-Myomorpha;632;ST(0.55,0.006,-0.171,6.759)
Dipodidae-Muroidea;633;ST(0.473,0.017,-1.282,13.044)
N.galili-Muridae;635;ST(0.382,0.022,-0.67,36.812)
Muridae;636;ST(0.174,0.035,3.117,381.97)
P.maniculatus-M.ochrogaster;638;ST(0.128,0.029,3.532,404.416)
M.auratus-C.griseus;938;ST(0.081,0.022,3.756,209.065)
Murinae;1011;ST(0.094,0.027,3.794,547.445)
Monotremata;1258;B(0.24459,1.332)
Tachyglossidae;1259;B(0.0258,1.332)
