t_n61	t_n62	t_n63	t_n64	t_n65	t_n66	t_n67	t_n68	t_n69	t_n70	t_n71	t_n72	t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119
run1	1.9166464700215	0.711444943352832	0.672868609179541	0.651990275581221	0.60331418819059	0.245930143337833	0.195983211264437	0.152981693280336	0.104759776871156	0.0517870039498025	0.0384375218189091	0.0284938980950952	0.0180183256987151	0.0679987436628169	0.0242135620718964	0.139528753712314	0.0931379550422479	0.0592645990050497	0.0246291148342583	0.159476328693565	0.0925085867556622	0.477152271456427	0.331107903049847	0.265757892620369	0.247708586275686	0.161056405819709	0.0899697105544723	0.0679983566421679	0.0291300436328184	0.138307861186941	0.103681992125394	0.251159964716764	0.20433297160142	0.128008467061647	0.160926053237338	0.499908900944953	0.267872546657667	0.228027171121444	0.183973174616269	0.0367526671216439	0.129430942272886	0.150605671851407	0.0159832358832058	0.231877159152042	0.183609209254537	0.0552466397930104	0.157537072166392	0.0187009377531123	0.00564181226938653	0.607040923058847	0.571669664501775	0.0580603115044248	0.045254491620419	0.0141827838108095	0.344805191855407	0.131925253547323	0.101324784375781	0.703801066261687	0.160484423063847
run2	1.90967403984301	0.711249484510774	0.672815347432628	0.652006247902605	0.603420040107995	0.247436251827409	0.197285553442328	0.154096645412729	0.105644332733363	0.0520966499525024	0.0387049953352332	0.0287181974551272	0.0181442221438928	0.0688796553172341	0.0244062838358082	0.140655607474626	0.0941488240237988	0.0599732733313334	0.0248802788860557	0.160832021983901	0.0936392237538123	0.477497204774761	0.331549023838808	0.266230207494625	0.248134002229889	0.161441552977351	0.0902948699815009	0.0682575056497175	0.0291804411829409	0.138482680001	0.103764173451327	0.251647858487076	0.20501205960202	0.128755980345983	0.161806039463027	0.500518652962352	0.268846942527874	0.228776540732963	0.184724105119744	0.0368458050697465	0.130128075671216	0.151242378736063	0.0161847205289736	0.232740636818159	0.184169881285936	0.0554291967551622	0.158024109839508	0.0188162485175741	0.00570233219339033	0.607086136313184	0.571689098960052	0.0580804078446078	0.0452965952052397	0.0141738166841658	0.345189206449678	0.132379503784811	0.101973378241088	0.705137367741613	0.161025745562722
run3	1.92703466836658	0.70996718260587	0.671514422778861	0.650772878511074	0.602222350667467	0.245954703049848	0.196128615254237	0.153186129953502	0.105162797360132	0.0520748391580421	0.0385162582970851	0.0285907220638968	0.0181721414129294	0.0682643809909504	0.0242638238738063	0.139825298990051	0.0934035835158242	0.0596028575471226	0.0245462112094395	0.159895712834358	0.0930384804109795	0.475909302289885	0.330064336278186	0.264889827738613	0.246899893245338	0.160515942012899	0.0895638493175341	0.0677181540072996	0.0289892589720514	0.137871786510674	0.103267375821209	0.250399875876206	0.20377710560472	0.12777944779761	0.161360660746963	0.499706444422779	0.267793224718764	0.227951665051747	0.183893321028949	0.0366268419029049	0.129459904264787	0.150719258742063	0.016113495540223	0.231787067636618	0.183467777586121	0.0552559759262037	0.157570852812359	0.0189750656917154	0.00574903660816959	0.605904391830408	0.570515980575971	0.0580323630018499	0.0452331968701565	0.0141616023898805	0.344143909654517	0.131876385935703	0.101331956722164	0.715504763011849	0.163321911364432
run4	1.91213079271036	0.70952334240788	0.671280647962602	0.650456367631618	0.601947469331533	0.246186566651667	0.196311368481576	0.153279063891805	0.104978433383331	0.0519822573571321	0.0387426726613669	0.0287384945102745	0.0182284159142043	0.0682920300984951	0.0242040993700315	0.139813395680216	0.093321217979101	0.0594395764061797	0.0244488158842058	0.159787687085646	0.093007699100045	0.476277217589121	0.330285613304335	0.264876373186341	0.24684303780811	0.160456584785761	0.0897005536373181	0.0677497917954102	0.0289727083245838	0.137794310314484	0.103251295890205	0.25060667660617	0.203916828573571	0.127901605469727	0.161417827738613	0.498867691245438	0.267339739723014	0.227524064656767	0.183669001834908	0.0366111698215089	0.129516738118094	0.150430411479426	0.016025797700115	0.231367952322384	0.183145036958152	0.0551297416979151	0.157431012224389	0.0189196260786961	0.00571773363831808	0.605673325238738	0.570377058822059	0.0580323798360082	0.0452085642267887	0.0141575843557822	0.344294307244638	0.132059714304285	0.101697588430578	0.708798677046148	0.161487170456477
run5	1.91531118370081	0.708382143907805	0.67009094960752	0.649313671831408	0.600702427453627	0.245004976981151	0.195102341427929	0.152200586715664	0.10455725860207	0.0516286514624269	0.038361390080496	0.0283461515474226	0.0180503620068997	0.0680408439528024	0.0242505768911554	0.138815972971351	0.092935685020749	0.0593400153342333	0.0246033352332383	0.159185107449628	0.0925477616519174	0.475005729568522	0.329419685465727	0.264289409854507	0.246434225328734	0.160275976576171	0.0895876968901555	0.0677140316734163	0.0289566978551072	0.137695388745563	0.10342499140043	0.250089188670566	0.203699096550172	0.127550800239988	0.160924689260537	0.498568816529174	0.267507701099945	0.227537085010749	0.183605211819409	0.0366824940352982	0.129331340437978	0.150354116369182	0.0160189420528974	0.231536571956402	0.183233664091795	0.055098013179341	0.157416380045998	0.0188296643067847	0.00567359507524624	0.604686574846258	0.569288385240738	0.0579620404229789	0.0451633020948953	0.0141014489125544	0.343364281435928	0.131756135443228	0.101372956682166	0.710791241327934	0.162558664426779
run6	1.91275578173591	0.713033137643118	0.674603236828159	0.653795472526374	0.605051386340683	0.246930056082196	0.19680191060447	0.153685888170591	0.105433094885256	0.0520578033698315	0.0385204595020249	0.0286137197590121	0.018169084160792	0.0685158308084596	0.0243857117644118	0.140179018079096	0.0936778969551522	0.0595247459127044	0.0247453899355032	0.160115853702315	0.0931651697165142	0.478747600869956	0.332312521328934	0.266782132128394	0.248699077416129	0.161886600704965	0.090465298040098	0.0683519438728064	0.0292103198790061	0.138818126723664	0.104021496315184	0.252397116184191	0.205611709584521	0.128609926453677	0.162341570336483	0.501836320628969	0.269621412469377	0.229540752137393	0.185298587915604	0.0369759746712664	0.130265949917504	0.151758624768762	0.0162626562971851	0.233343143957802	0.184767134183291	0.0555977972751362	0.15860771820909	0.0189701549372531	0.00572941636918154	0.60855338219589	0.572983912669367	0.0581108237138143	0.0452825461976901	0.0141931194340283	0.345407744147793	0.132793074551272	0.102131029553522	0.709050852317384	0.161473465451727
run7	1.90764515291735	0.710062588255587	0.671571913544323	0.65077049560522	0.602228578626069	0.246227483485826	0.196324086350682	0.153265600439978	0.105093084035798	0.0520670388280586	0.0385054602319884	0.0285981144142793	0.0180839094495275	0.0680177499425029	0.0241905665916704	0.14002187079646	0.0937773541522924	0.0600705931503425	0.0247220927253637	0.160059962236888	0.0933495806759662	0.476452909239538	0.330686173301335	0.265478208114594	0.247432324528774	0.160931717314134	0.0899903838758062	0.068007899020049	0.0291683420278986	0.138047228538573	0.103487367471626	0.251009058977051	0.20427568080096	0.128031914949253	0.161041321863907	0.499017252227389	0.267064404629768	0.227242071161442	0.183386140642968	0.0365489553922304	0.129215276566172	0.15001599300035	0.0160234215889206	0.231143585385731	0.182955507724614	0.0550732609919504	0.157102593555322	0.0186113481275936	0.00564576094695265	0.606052896410179	0.570650260546973	0.0579874131743413	0.0451934216989151	0.0141759647717614	0.34418687380631	0.132223337928104	0.101808685340733	0.704075157357132	0.160881569851507
run8	1.91673865468227	0.711307167326634	0.672919931728414	0.652090616019199	0.603367412754362	0.24689807159142	0.196826136323184	0.153498252267387	0.105483160021999	0.0520231025948703	0.0384306964301785	0.0285064667216639	0.0180340233938303	0.0686896242187891	0.0243567234438278	0.140170440312984	0.0935654530023499	0.0595551358032098	0.0244433128543573	0.160452509339533	0.0932017379281036	0.476919586680666	0.330826666681666	0.265373961766912	0.247356920113994	0.160787270486476	0.0898058249237538	0.0677848276236188	0.0289672817959102	0.137994273501325	0.103482291310434	0.25116477740113	0.204595838223089	0.128165232053397	0.161478230573471	0.500173495150242	0.268019314959252	0.228075586870656	0.183996898345083	0.0367870954502275	0.129695143572821	0.150632965501725	0.0160930500424979	0.231947888310584	0.183689475141243	0.0552021331933403	0.157572233293335	0.0188784907954602	0.00569474319784011	0.60720858299585	0.571816294665267	0.057994311719414	0.0451828734163292	0.0142129030698465	0.345153084065797	0.132387183960802	0.101883253377331	0.705666235978201	0.160862051512424
run9	1.91572637240638	0.710193329978501	0.671904580935953	0.651167742272886	0.602615120863957	0.245944023623819	0.196175788075596	0.153077778761062	0.105023688075596	0.0518229889505525	0.0383295556922154	0.0284457450077496	0.0180159476576171	0.0681197966501675	0.0242653079446028	0.139618250897455	0.0930527355332233	0.0593160537473126	0.0246816116844158	0.15978772239888	0.0928907258337083	0.476708573116344	0.330901592305385	0.265584082050897	0.247555540702965	0.160871547522624	0.0898919619569022	0.0679999438278086	0.0290623041097945	0.13803535559722	0.103591061036948	0.251009123988801	0.204554453317334	0.128156554187291	0.161120904374781	0.499595717259137	0.267174861686916	0.227399274321284	0.183457944377781	0.0366001426978651	0.129258014779261	0.150204068551572	0.0160701687065647	0.231216073356332	0.183035169186541	0.0551100575421229	0.157064387240638	0.018894815699215	0.00567830250987451	0.606327416844158	0.570943890310484	0.0579939766361682	0.0451980629368532	0.0141289037548123	0.344643627328634	0.132220696250187	0.101711920963952	0.705531510414479	0.160491494575271
run10	1.92388625461227	0.709959257262137	0.671584274866257	0.650785713069347	0.602346179236038	0.245733114674266	0.196057772951352	0.153113196730163	0.10470064019299	0.0518230575421229	0.0384637818359082	0.0284884080545973	0.0180415737313134	0.0682614088545573	0.0243018232088396	0.139813845972701	0.0929701578071096	0.0594813785610719	0.0245547082695865	0.159524281760912	0.0930996843657817	0.476498184120794	0.330808459927004	0.265564460296985	0.247525859302035	0.160807764436778	0.0899103394730263	0.0678560861506925	0.0290398416229189	0.138039690290485	0.103523220004	0.251008929348533	0.204260640457977	0.128123446902655	0.161316881630918	0.499828473636318	0.268255222153892	0.22831189179041	0.184209975931203	0.036695084220789	0.129676395075246	0.150936352162392	0.0161739045247738	0.232139551517424	0.183792343257837	0.0553905178891055	0.157854112914354	0.0189981387030648	0.00572597955102245	0.60605004180291	0.570685619069047	0.0580477830958452	0.0452559916304185	0.0141746056547173	0.344211327328634	0.131818685785711	0.101476828468577	0.719269674826259	0.16424962919354
