Calib;node;Prior
Mammalia;61;ST(1.642,0.425,12.652,1714.565)
Afrotheria;62;ST(0.653,0.017,0.302,11.274)
Aadvark-Afrosoricida;63;NA
Afrosoricida;65;NA
Chrysochloridae;66;B(0.036,0.339)
Tenrecidae;82;NA
Macroscelidea;96;B(0.204,0.56)
Paenungulata;110;ST(0.55,0.028,1.247,14.653)
Proboscidea;112;B(0.05333,0.1162)
Sirenia;115;B(0.412,0.66)
Hyracoidea;116;B(0.05333,0.339)
