Parsing alignment laurasiatheria_therest_nt12cp ... ... 
Length alignment: 198006
Number of taxa: 659
Taxon: galidia_elegans | Num gaps: 194576 | Missing taxon?: N | % Missing data: 98.2677292607295
Taxon: galidictis_fasciata | Num gaps: 195848 | Missing taxon?: N | % Missing data: 98.9101340363423
Taxon: genetta_angolensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_bourloni | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_cristata | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_genetta | Num gaps: 186094 | Missing taxon?: N | % Missing data: 93.9840206862418
Taxon: genetta_johnstoni | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_maculata | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_pardina | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_poensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_servalina | Num gaps: 197320 | Missing taxon?: N | % Missing data: 99.6535458521459
Taxon: genetta_thierryi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_tigrina | Num gaps: 197290 | Missing taxon?: N | % Missing data: 99.6383947961173
Taxon: genetta_victoriae | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: gulo_gulo | Num gaps: 193438 | Missing taxon?: N | % Missing data: 97.6929992020444
Taxon: halichoerus_grypus | Num gaps: 193772 | Missing taxon?: N | % Missing data: 97.8616809591629
Taxon: helarctos_malayanus | Num gaps: 195946 | Missing taxon?: N | % Missing data: 98.9596274860358
Taxon: helogale_hirtula | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: helogale_parvula | Num gaps: 196628 | Missing taxon?: N | % Missing data: 99.3040614930861
Taxon: hemiechinus_auritus | Num gaps: 195812 | Missing taxon?: N | % Missing data: 98.891952769108
Taxon: hemigalus_derbyanus | Num gaps: 197320 | Missing taxon?: N | % Missing data: 99.6535458521459
Taxon: herpestes_auropunctatus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_brachyurus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_edwardsii | Num gaps: 197318 | Missing taxon?: N | % Missing data: 99.652535781744
Taxon: herpestes_fuscus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_ichneumon~ | Num gaps: 197344 | Missing taxon?: N | % Missing data: 99.6656666969688
Taxon: herpestes_javanicus | Num gaps: 195380 | Missing taxon?: N | % Missing data: 98.6737775622961
Taxon: herpestes_naso~ | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_urva | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: hyaena_hyaena | Num gaps: 195922 | Missing taxon?: N | % Missing data: 98.9475066412129
Taxon: hydrictis_maculicollis | Num gaps: 195332 | Missing taxon?: N | % Missing data: 98.6495358726503
Taxon: hydrurga_leptonyx | Num gaps: 194456 | Missing taxon?: N | % Missing data: 98.2071250366151
Taxon: hylomys_megalotis | Num gaps: 195872 | Missing taxon?: N | % Missing data: 98.9222548811652
Taxon: hylomys_parvus~ | Num gaps: 197474 | Missing taxon?: N | % Missing data: 99.7313212730927
Taxon: hylomys_suillus | Num gaps: 195762 | Missing taxon?: N | % Missing data: 98.8667010090603
Taxon: hylomys_suillus_microtinus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: hylomys_suillus_siamensis | Num gaps: 196912 | Missing taxon?: N | % Missing data: 99.4474914901569
Taxon: ichneumia_albicauda | Num gaps: 197454 | Missing taxon?: N | % Missing data: 99.7212205690737
Taxon: ictonyx_libyca | Num gaps: 195754 | Missing taxon?: N | % Missing data: 98.8626607274527
Taxon: ictonyx_striatus | Num gaps: 195064 | Missing taxon?: N | % Missing data: 98.5141864387948
Taxon: leopardus_colocolo | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: leopardus_geoffroyi | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: leopardus_guigna | Num gaps: 196836 | Missing taxon?: N | % Missing data: 99.4091088148844
Taxon: leopardus_jacobita | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: leopardus_pardalis | Num gaps: 193256 | Missing taxon?: N | % Missing data: 97.6010827954708
Taxon: leopardus_tigrinus | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: leopardus_wiedii | Num gaps: 196318 | Missing taxon?: N | % Missing data: 99.1475005807905
Taxon: leptailurus_serval | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: leptonychotes_weddellii | Num gaps: 193604 | Missing taxon?: N | % Missing data: 97.7768350454027
Taxon: liberiictis_kuhni | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: lobodon_carcinophaga | Num gaps: 195126 | Missing taxon?: N | % Missing data: 98.5454986212539
Taxon: lontra_canadensis | Num gaps: 193962 | Missing taxon?: N | % Missing data: 97.957637647344
Taxon: lontra_felina | Num gaps: 195332 | Missing taxon?: N | % Missing data: 98.6495358726503
Taxon: lontra_longicaudis | Num gaps: 194330 | Missing taxon?: N | % Missing data: 98.1434906012949
Taxon: lontra_provocax | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: lutra_lutra | Num gaps: 192324 | Missing taxon?: N | % Missing data: 97.1303899881822
Taxon: lutra_sumatrana | Num gaps: 195330 | Missing taxon?: N | % Missing data: 98.6485258022484
Taxon: lutrogale_perspicillata | Num gaps: 195342 | Missing taxon?: N | % Missing data: 98.6545862246599
Taxon: lycalopex_culpaeus | Num gaps: 195830 | Missing taxon?: N | % Missing data: 98.9010434027252
Taxon: lycalopex_fulvipes | Num gaps: 195886 | Missing taxon?: N | % Missing data: 98.9293253739786
Taxon: lycalopex_griseus | Num gaps: 195848 | Missing taxon?: N | % Missing data: 98.9101340363423
Taxon: lycalopex_gymnocercus | Num gaps: 195834 | Missing taxon?: N | % Missing data: 98.903063543529
Taxon: lycalopex_sechurae | Num gaps: 195820 | Missing taxon?: N | % Missing data: 98.8959930507156
Taxon: lycalopex_vetulus | Num gaps: 196232 | Missing taxon?: N | % Missing data: 99.1040675535085
Taxon: lycaon_pictus | Num gaps: 195338 | Missing taxon?: N | % Missing data: 98.652566083856
Taxon: lyncodon_patagonicus~ | Num gaps: 195014 | Missing taxon?: N | % Missing data: 98.4889346787471
Taxon: lynx_canadensis | Num gaps: 193734 | Missing taxon?: N | % Missing data: 97.8424896215266
Taxon: lynx_lynx | Num gaps: 194872 | Missing taxon?: N | % Missing data: 98.4172196802117
Taxon: lynx_pardinus | Num gaps: 196250 | Missing taxon?: N | % Missing data: 99.1131581871256
Taxon: lynx_rufus | Num gaps: 195050 | Missing taxon?: N | % Missing data: 98.5071159459814
Taxon: macrogalidia_musschenbroekii | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: manis_javanica | Num gaps: 197628 | Missing taxon?: N | % Missing data: 99.8090966940396
Taxon: manis_pentadactyla | Num gaps: 184546 | Missing taxon?: N | % Missing data: 93.2022261951658
Taxon: manis_temminckii | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: manis_tetradactyla | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: manis_tricuspis | Num gaps: 192260 | Missing taxon?: N | % Missing data: 97.0980677353212
Taxon: martes_americana | Num gaps: 192612 | Missing taxon?: N | % Missing data: 97.2758401260568
Taxon: martes_americana_caurina | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: martes_americana_humboldtensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: martes_americana_sierrae | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: martes_flavigula | Num gaps: 193246 | Missing taxon?: N | % Missing data: 97.5960324434613
Taxon: martes_foina | Num gaps: 193362 | Missing taxon?: N | % Missing data: 97.6546165267719
Taxon: martes_martes | Num gaps: 192842 | Missing taxon?: N | % Missing data: 97.3919982222761
Taxon: martes_melampus | Num gaps: 193630 | Missing taxon?: N | % Missing data: 97.7899659606275
Taxon: martes_melampus_tsuensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: pekania_pennanti~ | Num gaps: 193296 | Missing taxon?: N | % Missing data: 97.621284203509
Taxon: martes_zibellina | Num gaps: 192826 | Missing taxon?: N | % Missing data: 97.3839176590608
Taxon: megasorex_gigas | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: meles_anakuma | Num gaps: 195724 | Missing taxon?: N | % Missing data: 98.8475096714241
Taxon: meles_canescens | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: meles_leucurus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: meles_meles | Num gaps: 184182 | Missing taxon?: N | % Missing data: 93.0183933820187
Taxon: meles_meles_arcalus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: mellivora_capensis | Num gaps: 193530 | Missing taxon?: N | % Missing data: 97.7394624405321
Taxon: melogale_moschata | Num gaps: 193938 | Missing taxon?: N | % Missing data: 97.9455168025211
Taxon: melogale_moschata_subaurantiaca | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: melogale_personata | Num gaps: 196196 | Missing taxon?: N | % Missing data: 99.0858862862742
Taxon: melursus_ursinus | Num gaps: 195674 | Missing taxon?: N | % Missing data: 98.8222579113764
Taxon: mephitis_mephitis | Num gaps: 185542 | Missing taxon?: N | % Missing data: 93.7052412553155
Taxon: mesechinus_dauuricus | Num gaps: 195810 | Missing taxon?: N | % Missing data: 98.8909426987061
Taxon: mesechinus_hughi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: mirounga_angustirostris | Num gaps: 188932 | Missing taxon?: N | % Missing data: 95.4173105865479
Taxon: mirounga_leonina | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: mogera_imaizumii | Num gaps: 196748 | Missing taxon?: N | % Missing data: 99.3646657172005
Taxon: mogera_insularis | Num gaps: 196076 | Missing taxon?: N | % Missing data: 99.0252820621597
Taxon: mogera_insularis_latouchei~ | Num gaps: 196584 | Missing taxon?: N | % Missing data: 99.2818399442441
Taxon: mogera_kanoana | Num gaps: 197338 | Missing taxon?: N | % Missing data: 99.6626364857631
Taxon: mogera_robusta | Num gaps: 196628 | Missing taxon?: N | % Missing data: 99.3040614930861
Taxon: mogera_tokudae | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: mogera_wogura | Num gaps: 195534 | Missing taxon?: N | % Missing data: 98.7515529832429
Taxon: monachus_monachus | Num gaps: 195122 | Missing taxon?: N | % Missing data: 98.5434784804501
Taxon: monachus_schauinslandi | Num gaps: 195118 | Missing taxon?: N | % Missing data: 98.5414583396463
Taxon: mungos_mungo | Num gaps: 196602 | Missing taxon?: N | % Missing data: 99.2909305778613
Taxon: mungotictis_decemlineata | Num gaps: 197318 | Missing taxon?: N | % Missing data: 99.652535781744
Taxon: mustela_africana | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: mustela_altaica | Num gaps: 194360 | Missing taxon?: N | % Missing data: 98.1586416573235
Taxon: mustela_erminea | Num gaps: 192828 | Missing taxon?: N | % Missing data: 97.3849277294627
Taxon: mustela_eversmannii | Num gaps: 194232 | Missing taxon?: N | % Missing data: 98.0939971516015
Taxon: mustela_felipei | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: mustela_frenata | Num gaps: 194252 | Missing taxon?: N | % Missing data: 98.1040978556205
Taxon: mustela_itatsi | Num gaps: 195728 | Missing taxon?: N | % Missing data: 98.8495298122279
Taxon: mustela_kathiah | Num gaps: 195364 | Missing taxon?: N | % Missing data: 98.6656969990808
Taxon: mustela_lutreola | Num gaps: 193296 | Missing taxon?: N | % Missing data: 97.621284203509
Taxon: mustela_nigripes | Num gaps: 195342 | Missing taxon?: N | % Missing data: 98.6545862246599
Taxon: mustela_nivalis | Num gaps: 192952 | Missing taxon?: N | % Missing data: 97.447552094381
Taxon: mustela_nudipes | Num gaps: 194632 | Missing taxon?: N | % Missing data: 98.2960112319829
Taxon: mustela_putorius | Num gaps: 191568 | Missing taxon?: N | % Missing data: 96.7485833762613
Taxon: mustela_putorius_furo | Num gaps: 20878 | Missing taxon?: N | % Missing data: 10.5441249255073
Taxon: mustela_sibirica | Num gaps: 193338 | Missing taxon?: N | % Missing data: 97.642495681949
Taxon: mustela_strigidorsa | Num gaps: 194630 | Missing taxon?: N | % Missing data: 98.295001161581
Taxon: mydaus | Num gaps: 194498 | Missing taxon?: N | % Missing data: 98.2283365150551
Taxon: myosorex_cafer | Num gaps: 197470 | Missing taxon?: N | % Missing data: 99.7293011322889
Taxon: myosorex_geata | Num gaps: 197076 | Missing taxon?: N | % Missing data: 99.5303172631132
Taxon: myosorex_kihaulei | Num gaps: 197076 | Missing taxon?: N | % Missing data: 99.5303172631132
Taxon: myosorex_sclateri | Num gaps: 197450 | Missing taxon?: N | % Missing data: 99.7192004282698
Taxon: myosorex_varius | Num gaps: 197488 | Missing taxon?: N | % Missing data: 99.7383917659061
Taxon: myosorex_zinki | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: nandinia_binotata | Num gaps: 188884 | Missing taxon?: N | % Missing data: 95.3930688969021
Taxon: nasua_narica | Num gaps: 195590 | Missing taxon?: N | % Missing data: 98.7798349544963
Taxon: nasua_nasua | Num gaps: 195036 | Missing taxon?: N | % Missing data: 98.5000454531681
Taxon: nasuella_olivacea | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: nectogale_elegans | Num gaps: 197044 | Missing taxon?: N | % Missing data: 99.5141561366827
Taxon: neofelis_nebulosa | Num gaps: 194960 | Missing taxon?: N | % Missing data: 98.4616627778956
Taxon: neohylomys_hainanensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: neomys_anomalus | Num gaps: 197482 | Missing taxon?: N | % Missing data: 99.7353615547004
Taxon: neomys_anomalus_milleri | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: neomys_fodiens | Num gaps: 197050 | Missing taxon?: N | % Missing data: 99.5171863478885
Taxon: neomys_teres | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: neophoca_cinerea | Num gaps: 197698 | Missing taxon?: N | % Missing data: 99.8444491581063
Taxon: neotetracus_sinensis | Num gaps: 196432 | Missing taxon?: N | % Missing data: 99.2050745936992
Taxon: neovison_vison~ | Num gaps: 185142 | Missing taxon?: N | % Missing data: 93.5032271749341
Taxon: neurotrichus_gibbsii | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: notiosorex_cockrumi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: notiosorex_crawfordi | Num gaps: 197480 | Missing taxon?: N | % Missing data: 99.7343514842985
Taxon: nyctereutes_procyonoides | Num gaps: 189696 | Missing taxon?: N | % Missing data: 95.8031574800764
Taxon: nyctereutes_procyonoides_koreensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: odobenus_rosmarus | Num gaps: 182740 | Missing taxon?: N | % Missing data: 92.2901326222438
Taxon: odobenus_rosmarus_divergens | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: odobenus_rosmarus_laptevi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: ommatophoca_rossii | Num gaps: 195092 | Missing taxon?: N | % Missing data: 98.5283274244215
Taxon: osbornictis_piscivora | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: otaria_byronia | Num gaps: 196702 | Missing taxon?: N | % Missing data: 99.3414340979566
Taxon: otocolobus_manul | Num gaps: 195488 | Missing taxon?: N | % Missing data: 98.7283213639991
Taxon: otocyon_megalotis | Num gaps: 195826 | Missing taxon?: N | % Missing data: 98.8990232619214
Taxon: paguma_larvata | Num gaps: 194074 | Missing taxon?: N | % Missing data: 98.0142015898508
Taxon: panthera_leo | Num gaps: 191064 | Missing taxon?: N | % Missing data: 96.4940456349808
Taxon: panthera_leo_krugeri | Num gaps: 197172 | Missing taxon?: N | % Missing data: 99.5788006424048
Taxon: panthera_leo_persica | Num gaps: 197488 | Missing taxon?: N | % Missing data: 99.7383917659061
Taxon: panthera_onca | Num gaps: 191956 | Missing taxon?: N | % Missing data: 96.9445370342313
Taxon: panthera_pardus | Num gaps: 192942 | Missing taxon?: N | % Missing data: 97.4425017423714
Taxon: panthera_pardus_fusca | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: panthera_pardus_orientalis | Num gaps: 197488 | Missing taxon?: N | % Missing data: 99.7383917659061
Taxon: panthera_pardus_saxicolor~ | Num gaps: 197488 | Missing taxon?: N | % Missing data: 99.7383917659061
Taxon: panthera_tigris | Num gaps: 193718 | Missing taxon?: N | % Missing data: 97.8344090583114
Taxon: panthera_tigris_altaica | Num gaps: 194558 | Missing taxon?: N | % Missing data: 98.2586386271123
Taxon: panthera_tigris_amoyensis | Num gaps: 197514 | Missing taxon?: N | % Missing data: 99.7515226811309
Taxon: panthera_tigris_corbetti | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: panthera_tigris_sumatrae | Num gaps: 197488 | Missing taxon?: N | % Missing data: 99.7383917659061
Taxon: panthera_uncia | Num gaps: 194674 | Missing taxon?: N | % Missing data: 98.3172227104229
Taxon: paracynictis_selousi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: paradoxurus_hermaphroditus | Num gaps: 194600 | Missing taxon?: N | % Missing data: 98.2798501055524
Taxon: paradoxurus_jerdoni | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: paradoxurus_zeylonensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: paraechinus_aethiopicus | Num gaps: 195524 | Missing taxon?: N | % Missing data: 98.7465026312334
Taxon: paraechinus_hypomelas | Num gaps: 195820 | Missing taxon?: N | % Missing data: 98.8959930507156
Taxon: parahyaena_brunnea | Num gaps: 195926 | Missing taxon?: N | % Missing data: 98.9495267820167
Taxon: parascalops_breweri | Num gaps: 196046 | Missing taxon?: N | % Missing data: 99.0101310061311
Taxon: parascaptor_leucura | Num gaps: 195538 | Missing taxon?: N | % Missing data: 98.7535731240468
Taxon: pardofelis_marmorata | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: phoca_fasciata | Num gaps: 195126 | Missing taxon?: N | % Missing data: 98.5454986212539
Taxon: phoca_groenlandica | Num gaps: 193612 | Missing taxon?: N | % Missing data: 97.7808753270103
Taxon: phoca_largha~ | Num gaps: 193406 | Missing taxon?: N | % Missing data: 97.6768380756139
Taxon: phoca_vitulina | Num gaps: 181980 | Missing taxon?: N | % Missing data: 91.9063058695191
Taxon: phoca_vitulina_concolor | Num gaps: 195094 | Missing taxon?: N | % Missing data: 98.5293374948234
Taxon: phoca_vitulina_richardii | Num gaps: 197466 | Missing taxon?: N | % Missing data: 99.7272809914851
Taxon: phoca_vitulina_stejnegeri | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: phocarctos_hookeri | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: podogymnura_truei | Num gaps: 187200 | Missing taxon?: N | % Missing data: 94.5425896184964
Taxon: poecilogale_albinucha | Num gaps: 195332 | Missing taxon?: N | % Missing data: 98.6495358726503
Taxon: poiana_richardsonii | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: potos_flavus | Num gaps: 194782 | Missing taxon?: N | % Missing data: 98.3717665121259
Taxon: prionailurus_bengalensis | Num gaps: 193784 | Missing taxon?: N | % Missing data: 97.8677413815743
Taxon: prionailurus_bengalensis_euptilurus | Num gaps: 197226 | Missing taxon?: N | % Missing data: 99.6060725432563
Taxon: prionailurus_iriomotensis | Num gaps: 195008 | Missing taxon?: N | % Missing data: 98.4859044675414
Taxon: prionailurus_planiceps | Num gaps: 196836 | Missing taxon?: N | % Missing data: 99.4091088148844
Taxon: prionailurus_rubiginosus | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: prionailurus_viverrinus | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: prionodon_linsang | Num gaps: 185064 | Missing taxon?: N | % Missing data: 93.4638344292597
Taxon: prionodon_pardicolor | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: procyon_cancrivorus | Num gaps: 194076 | Missing taxon?: N | % Missing data: 98.0152116602527
Taxon: procyon_lotor | Num gaps: 183228 | Missing taxon?: N | % Missing data: 92.5365898003091
Taxon: profelis_aurata | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: proteles_cristatus | Num gaps: 194044 | Missing taxon?: N | % Missing data: 97.9990505338222
Taxon: pteronura_brasiliensis | Num gaps: 195298 | Missing taxon?: N | % Missing data: 98.6323646758179
Taxon: puma_concolor | Num gaps: 195000 | Missing taxon?: N | % Missing data: 98.4818641859338
Taxon: puma_concolor_couguar | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: puma_yagouaroundi | Num gaps: 196834 | Missing taxon?: N | % Missing data: 99.4080987444825
Taxon: pusa_caspica | Num gaps: 195122 | Missing taxon?: N | % Missing data: 98.5434784804501
Taxon: pusa_hispida | Num gaps: 193074 | Missing taxon?: N | % Missing data: 97.5091663888973
Taxon: pusa_sibirica | Num gaps: 192918 | Missing taxon?: N | % Missing data: 97.4303808975486
Taxon: rhinoceros_sondaicus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinoceros_sondaicus_annamiticus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinoceros_unicornis | Num gaps: 193606 | Missing taxon?: N | % Missing data: 97.7778451158046
Taxon: rhynchogale_melleri | Num gaps: 196888 | Missing taxon?: N | % Missing data: 99.435370645334
Taxon: salanoia_concolor | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: scalopus_aquaticus | Num gaps: 194104 | Missing taxon?: N | % Missing data: 98.0293526458794
Taxon: scapanulus_oweni | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: scapanus_latimanus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: scapanus_orarius | Num gaps: 197698 | Missing taxon?: N | % Missing data: 99.8444491581063
Taxon: scapanus_townsendii | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: scaptochirus_moschatus | Num gaps: 195552 | Missing taxon?: N | % Missing data: 98.7606436168601
Taxon: scaptonyx_fusicaudus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: solenodon_cubanus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: solenodon_paradoxus | Num gaps: 191046 | Missing taxon?: N | % Missing data: 96.4849550013636
Taxon: solisorex_pearsoni | Num gaps: 197074 | Missing taxon?: N | % Missing data: 99.5293071927113
Taxon: sorex_alpinus | Num gaps: 197482 | Missing taxon?: N | % Missing data: 99.7353615547004
Taxon: sorex_antinorii | Num gaps: 197480 | Missing taxon?: N | % Missing data: 99.7343514842985
Taxon: sorex_araneus | Num gaps: 73174 | Missing taxon?: N | % Missing data: 36.9554457945719
Taxon: sorex_arcticus | Num gaps: 197490 | Missing taxon?: N | % Missing data: 99.739401836308
Taxon: sorex_arizonae | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_asper | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_bairdi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_bedfordiae | Num gaps: 197000 | Missing taxon?: N | % Missing data: 99.4919345878408
Taxon: sorex_bendirii_bendirii | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_caecutiens | Num gaps: 197556 | Missing taxon?: N | % Missing data: 99.7727341595709
Taxon: sorex_camtschatica | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_cinereus | Num gaps: 196362 | Missing taxon?: N | % Missing data: 99.1697221296324
Taxon: sorex_coronatus | Num gaps: 197480 | Missing taxon?: N | % Missing data: 99.7343514842985
Taxon: sorex_cylindricauda | Num gaps: 197446 | Missing taxon?: N | % Missing data: 99.717180287466
Taxon: sorex_daphaenodon | Num gaps: 197528 | Missing taxon?: N | % Missing data: 99.7585931739442
Taxon: sorex_dispar_dispar | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_excelsus | Num gaps: 197446 | Missing taxon?: N | % Missing data: 99.717180287466
Taxon: sorex_fumeus | Num gaps: 197652 | Missing taxon?: N | % Missing data: 99.8212175388625
Taxon: sorex_gaspensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_gracillimus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_granarius | Num gaps: 197480 | Missing taxon?: N | % Missing data: 99.7343514842985
Taxon: sorex_haydeni | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_hosonoi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_hoyi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_hydrodromus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_isodon | Num gaps: 197484 | Missing taxon?: N | % Missing data: 99.7363716251023
Taxon: sorex_jacksoni | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_longirostris | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_lyelli | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_maritimensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_milleri | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_minutissimus | Num gaps: 197526 | Missing taxon?: N | % Missing data: 99.7575831035423
Taxon: sorex_minutus | Num gaps: 197480 | Missing taxon?: N | % Missing data: 99.7343514842985
Taxon: sorex_mirabilis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_monticolus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_ornatus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_pacificus | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_palustris | Num gaps: 196310 | Missing taxon?: N | % Missing data: 99.1434602991828
Taxon: sorex_palustris_brooksi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_palustris_labradorensis | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_palustris_navigator | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_portenkoi | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_preblei | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_raddei | Num gaps: 197486 | Missing taxon?: N | % Missing data: 99.7373816955042
Taxon: sorex_roboratus | Num gaps: 197558 | Missing taxon?: N | % Missing data: 99.7737442299728
Taxon: sorex_rohweri | Num gaps: 198006 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_samniticus | Num gaps: 197480 | Missing taxon?: N | % Missing data: 99.7343514842985
