Mean_time	Mean_qlow	Mean_qup	Priors
t_n73	200.804	164.34	248.39	0
t_n74	141.271	124.05	164.22	0
t_n75	56.004	43.64	69.85	0
t_n76	45.652	34.96	56.7	0
t_n77	81.322	78.02	85.05	0
t_n78	79.822	76.67	83.37	0
t_n79	63.268	57.68	68.66	0
t_n80	66.987	62.92	70.67	0
t_n81	57.897	53.15	62.57	0
t_n82	76.142	73.49	79.11	0
t_n83	70.735	68.47	73.45	0
t_n84	59.284	55.85	62.5	0
t_n85	68.908	66.72	71.59	0
t_n86	57.042	55.23	59.71	0
t_n87	56.312	54.51	58.97	0
t_n88	50.739	48.95	53.29	0
t_n89	18.56	15.88	22.9	0
t_n90	8.106	6.37	10.53	0
t_n91	68.281	66.11	70.96	0
t_n92	58.187	54.98	61.77	0
t_n93	67.384	65.24	70.06	0
t_n94	51.638	47.17	55.54	0
t_n95	15.269	11.57	19.16	0
t_n96	7.765	5.61	10.13	0
t_n97	44.133	39.25	48.39	0
t_n98	37.264	32.3	41.81	0
t_n99	70.507	68.59	72.44	0
t_n100	69.631	67.8	71.44	0
t_n101	66.723	65.17	68.24	0
t_n102	47.677	45.74	49.77	0
t_n103	61.023	59.85	62.4	0
t_n104	59.514	58.33	60.92	0
t_n105	41.215	38.27	44.06	0
t_n106	31.999	28.56	35.33	0
t_n107	35.645	32.66	38.57	0
t_n108	8.971	7.22	10.83	0
t_n109	31.917	28.92	34.91	0
t_n110	54.992	53.36	56.66	0
t_n111	46.155	42.81	48.89	0
t_n112	37.158	33.07	40.97	0
t_n113	20.114	16.39	24.75	0
t_n114	15.974	12.89	19.95	0
t_n115	10.47	8.31	13.44	0
t_n116	15.006	12.08	18.81	0
t_n117	10.748	8.37	13.89	0
t_n118	5.313	4.02	7.09	0
t_n119	2.747	2.05	3.72	0
t_n120	1.291	0.96	1.76	0
t_n121	65.311	63.65	66.55	0
t_n122	52.858	48.91	56.03	0
t_n123	35.028	29.37	40.59	0
t_n124	61.849	60.03	63.32	0
t_n125	40.227	36.68	43.4	0
t_n126	18.058	13.85	21.38	0
t_n127	17.349	13.27	20.58	0
t_n128	15.861	12.07	18.91	0
t_n129	30.247	27.19	33.02	0
t_n130	18.143	15.83	20.43	0
t_n131	13.583	11.66	15.52	0
t_n132	10.347	8.78	11.95	0
t_n133	8.794	7.41	10.22	0
t_n134	7.37	6.18	8.61	0
t_n135	5.686	4.71	6.74	0
t_n136	4.182	3.43	5.01	0
t_n137	13.121	11.25	15.07	0
t_n138	4.007	3.2	4.96	0
t_n139	22.575	19.91	24.92	0
t_n140	20.062	17.57	22.22	0
t_n141	11.31	9.62	12.39	0
t_n142	9.236	7.81	10.08	0
t_n143	3.777	3.08	4.4	0
