Mean_time	Mean_qlow	Mean_qup	Priors
t_n73	200.708	164.22	248.59	0
t_n74	139.847	123	164.14	0
t_n75	55.763	43.77	69.5	0
t_n76	45.489	35.12	56.44	0
t_n77	79.957	77.09	82.69	0
t_n78	78.486	75.78	81.03	0
t_n79	62.169	56.56	66.64	0
t_n80	65.811	62.01	69.06	0
t_n81	56.927	52.36	61.47	0
t_n82	74.911	72.73	76.92	0
t_n83	69.683	67.99	71.18	0
t_n84	58.523	55.4	60.99	0
t_n85	68.029	66.43	69.45	0
t_n86	58.599	55.7	60.98	0
t_n87	67.36	65.79	68.75	0
t_n88	51.934	47.7	55.2	0
t_n89	15.519	11.8	19.33	0
t_n90	7.918	5.73	10.27	0
t_n91	44.585	39.85	48.51	0
t_n92	37.786	32.9	42.18	0
t_n93	66.088	64.68	67.53	0
t_n94	57.342	55.7	58.76	0
t_n95	54.895	53.17	56.3	0
t_n96	49.982	47.99	51.47	0
t_n97	18.525	15.87	22.95	0
t_n98	8.111	6.38	10.61	0
t_n99	69.706	68	71.22	0
t_n100	66.317	64.92	67.73	0
t_n101	47.696	45.77	49.8	0
t_n102	60.86	59.69	62.15	0
t_n103	59.388	58.22	60.7	0
t_n104	41.204	38.27	44.06	0
t_n105	32.014	28.62	35.38	0
t_n106	35.647	32.67	38.59	0
t_n107	9.017	7.25	10.92	0
t_n108	31.924	28.91	34.94	0
t_n109	54.974	53.44	56.54	0
t_n110	46.34	43.1	49	0
t_n111	37.492	33.29	41.22	0
t_n112	20.574	16.47	25.21	0
t_n113	16.369	12.95	20.37	0
t_n114	10.754	8.34	13.75	0
t_n115	15.382	12.14	19.2	0
t_n116	11.044	8.41	14.22	0
t_n117	5.466	4.06	7.26	0
t_n118	2.828	2.07	3.82	0
t_n119	1.33	0.96	1.81	0
t_n120	68.805	67.16	70.27	0
t_n121	64.462	62.9	65.97	0
t_n122	52.549	48.61	55.53	0
t_n123	35.003	29.39	40.37	0
t_n124	61.174	59.37	62.86	0
t_n125	40.128	36.76	43.21	0
t_n126	18.192	14.09	21.43	0
t_n127	17.48	13.51	20.63	0
t_n128	15.989	12.29	18.97	0
t_n129	30.233	27.31	32.93	0
t_n130	18.158	15.92	20.42	0
t_n131	13.601	11.74	15.54	0
t_n132	10.364	8.84	11.99	0
t_n133	8.811	7.47	10.25	0
t_n134	7.386	6.22	8.65	0
t_n135	5.703	4.75	6.78	0
t_n136	4.197	3.46	5.04	0
t_n137	13.143	11.32	15.1	0
t_n138	4.025	3.21	4.98	0
t_n139	22.581	19.99	24.87	0
t_n140	20.073	17.67	22.2	0
t_n141	11.322	9.67	12.38	0
t_n142	9.251	7.85	10.08	0
t_n143	3.787	3.1	4.41	0
