t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143	t_n144	t_n145	t_n146	t_n147	t_n148	t_n149	t_n150	t_n151	t_n152	t_n153	t_n154	t_n155	t_n156	t_n157	t_n158	t_n159	t_n160	t_n161	t_n162	t_n163	t_n164	t_n165	t_n166	t_n167	t_n168	t_n169	t_n170	t_n171	t_n172	t_n173	t_n174	t_n175
run1	1.6008424	0.4682618	0.2756252	0.2687009	0.2600853	0.1934885	0.1080545	0.0995042	0.0899349	0.083575	0.0711089	0.0651511	0.0350339	0.0269443	0.0058983	0.0053433	0.004637	0.0043176	0.0203647	0.0083971	0.0023884	0.0001338	0.0214888	0.0417849	0.0837065	0.0729623	0.0582023	0.0159082	0.0111549	0.0054828	0.0008768	0.0015144	0.0114302	0.0382547	0.027184	0.089266	0.0826638	0.0661165	0.0274945	0.0135652	0.000716	0.0381324	0.2430685	0.214	0.066822	0.1784853	0.2091474	0.2337537	0.0845901	0.0560773	0.0362303	0.051908	0.1348003	0.1307614	0.1066431	0.0993619	0.0558672	0.046476	0.0418981	0.0323003	0.0076581	0.0064287	0.005389	0.0081965	0.0106843	0.0003421	0.0067883	0.0963658	0.0689387	0.0509082	0.0442579	0.039642	0.0296278	0.01096	0.0341431	0.0602824	0.099618	0.084281	0.0467343	0.0374074	0.0021271	0.0155127	0.0210035	0.0067085	0.0700818	0.1293623	0.019081
run2	1.5998645	0.4682925	0.271492	0.2645053	0.256192	0.1891992	0.105809	0.0972642	0.0879612	0.0811971	0.0691694	0.0633286	0.0341822	0.0264457	0.0057712	0.005203	0.0045426	0.0042204	0.0199435	0.00810650000000001	0.0023252	0.0001472	0.0211398	0.0410389	0.0815374	0.0711222	0.0567623	0.0156747	0.0111043	0.0054833	0.000889500000000001	0.0014948	0.01129	0.0378732	0.0268433	0.0867893	0.0801644	0.0645466	0.0269218	0.0132096	0.0007386	0.0376664	0.2391196	0.2110963	0.0660226	0.1762882	0.2061208	0.2299198	0.0825193	0.054768	0.035399	0.0508477	0.1356262	0.1309688	0.1063067	0.0992217	0.0558821	0.046447	0.0418911	0.0323539	0.007691	0.0063903	0.0053917	0.00824	0.010838	0.0003393	0.0067902	0.0959916	0.0686623	0.0511438	0.0442419	0.0395772	0.0298318	0.0109768	0.0344917	0.0605895	0.0999169	0.0847518	0.0469191	0.0374193	0.0020958	0.0157647	0.021574	0.0068164	0.0701055	0.1325653	0.0201366
