Mean_time	Mean_qlow	Mean_qup	Priors
t_n73	199.819	164.58	248.02	0
t_n74	142.616	124.65	165.18	0
t_n75	56.412	43.93	69.51	0
t_n76	46.006	35.22	56.51	0
t_n77	82.328	79.48	85.53	0
t_n78	69.792	66.61	72.99	0
t_n79	60.279	55.48	64.48	0
t_n80	80.632	77.99	83.58	0
t_n81	63.602	57.96	68.39	0
t_n82	74.826	72.92	76.86	0
t_n83	69.6	68.14	71.09	0
t_n84	58.421	55.4	60.95	0
t_n85	67.952	66.57	69.35	0
t_n86	58.582	55.66	60.93	0
t_n87	67.287	65.93	68.66	0
t_n88	51.826	47.55	55.04	0
t_n89	15.469	11.76	19.27	0
t_n90	7.884	5.71	10.23	0
t_n91	44.441	39.64	48.23	0
t_n92	37.616	32.65	41.89	0
t_n93	66.137	64.81	67.48	0
t_n94	57.339	55.74	58.73	0
t_n95	54.886	53.18	56.28	0
t_n96	49.971	47.99	51.45	0
t_n97	18.594	15.88	22.93	0
t_n98	8.147	6.37	10.6	0
t_n99	69.546	68.03	71.02	0
t_n100	68.722	67.25	70.14	0
t_n101	65.989	64.65	67.26	0
t_n102	47.626	45.69	49.65	0
t_n103	60.657	59.46	61.81	0
t_n104	59.213	57.99	60.39	0
t_n105	41.142	38.32	43.93	0
t_n106	31.972	28.65	35.29	0
t_n107	35.599	32.75	38.49	0
t_n108	8.989	7.23	10.85	0
t_n109	31.885	29	34.86	0
t_n110	54.844	53.28	56.29	0
t_n111	46.236	43.03	48.83	0
t_n112	37.361	33.27	41.07	0
t_n113	20.337	16.45	24.99	0
t_n114	16.165	12.94	20.15	0
t_n115	10.608	8.35	13.6	0
t_n116	15.188	12.13	18.99	0
t_n117	10.89	8.39	14.1	0
t_n118	5.387	4.03	7.19	0
t_n119	2.786	2.05	3.78	0
t_n120	1.31	0.96	1.79	0
t_n121	64.686	63.1	66.09	0
t_n122	52.739	48.78	55.69	0
t_n123	35.139	29.45	40.54	0
t_n124	61.376	59.55	63.04	0
t_n125	40.097	36.59	43.24	0
t_n126	18.025	13.6	21.31	0
t_n127	17.317	13.03	20.52	0
t_n128	15.835	11.85	18.86	0
t_n129	30.179	27.15	32.92	0
t_n130	18.109	15.79	20.39	0
t_n131	13.558	11.64	15.48	0
t_n132	10.329	8.76	11.93	0
t_n133	8.779	7.4	10.2	0
t_n134	7.359	6.17	8.6	0
t_n135	5.681	4.7	6.73	0
t_n136	4.18	3.43	5	0
t_n137	13.104	11.22	15.06	0
t_n138	4.008	3.19	4.96	0
t_n139	22.531	19.91	24.88	0
t_n140	20.025	17.59	22.2	0
t_n141	11.291	9.62	12.37	0
t_n142	9.224	7.8	10.08	0
t_n143	3.773	3.08	4.4	0
