t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143
run1	1.9774425820409	1.41680409840508	0.55464675439228	0.451977598955052	0.821273544752762	0.668776365501725	0.807251654542273	0.674892180185991	0.583074194280286	0.747852769761512	0.695250164481776	0.583499755747213	0.678781789425529	0.585326930138493	0.672151009344533	0.5187523179941	0.154616195355232	0.0788610265836708	0.445289331168442	0.377261413249338	0.660679672846358	0.573180220673966	0.548754289145543	0.499741581210939	0.186732950742463	0.0819640970151492	0.694722597630118	0.686477422733863	0.659183658772061	0.476203893090345	0.606168424523774	0.591828138223089	0.411509619839008	0.319731905254737	0.356306238758062	0.0899426233488326	0.319246694250288	0.548449165851707	0.463292169461527	0.375449055562222	0.206879116319184	0.164493907619619	0.107879475966202	0.154549432613369	0.110874205669717	0.0547967562521874	0.0283358616819159	0.0133162046047698	0.645911353047348	0.527000324678766	0.352392093710314	0.612813971966402	0.401026140182991	0.180094219684016	0.173025928078596	0.158242759092045	0.30212416220689	0.181572943747813	0.136031919619019	0.103671744262787	0.0881364764311784	0.0738835765011749	0.057054194100295	0.041980682340883	0.13152825379231	0.040293006479676	0.225644588840558	0.200568093380331	0.11307676060197	0.092389118939053	0.037822882340883
run2	1.97168360378981	1.40500204748763	0.559793820853957	0.456457683785811	0.821298753062347	0.668750331958402	0.807340912324384	0.674529370786461	0.582363202899855	0.748437781160942	0.695696983220839	0.583875220743963	0.679152833438328	0.585221306089695	0.672484303344833	0.516556983520824	0.152228506494675	0.0774706156842158	0.442511494570272	0.374383740157992	0.660948502529873	0.573303641767912	0.548832753732313	0.499743739588021	0.185264052497375	0.0809819731263437	0.69578041360432	0.687547821383931	0.660181898785061	0.476155652512374	0.60676347640118	0.592325489125544	0.411778265071746	0.319728027258637	0.356299927248638	0.0896088578871056	0.319129702734863	0.548740339633018	0.463203714014299	0.374942574851257	0.205349121503925	0.163356036023199	0.107283410459477	0.153505771881406	0.109998465411729	0.054389391760412	0.0281209602569872	0.0132175168041598	0.647112549842508	0.527580076651167	0.350517673556322	0.614042599905005	0.402827140267987	0.183132735108245	0.175973249547523	0.160972650642468	0.303516845272736	0.182146545087746	0.136390490265487	0.10391151359932	0.0883218171341433	0.074038379781011	0.0571221553422329	0.0420160103344833	0.131808727553622	0.0402856796660167	0.226772671716414	0.201596558902055	0.113638930663467	0.0928087771811409	0.0379698709064547
run3	1.9882094299685	1.42177029649018	0.564058900169991	0.459971414429279	0.829454272866357	0.676406529463527	0.815344282485876	0.682407134228289	0.590250986090695	0.754558587420629	0.699657163851807	0.586212628898555	0.682586880155992	0.587009940322984	0.674230541687916	0.519830429628519	0.156399278246088	0.0798544763211839	0.445922373026349	0.377499594425279	0.662541942332883	0.574171365331733	0.54959359120544	0.500411260891955	0.187240399185041	0.0821635391280436	0.69989943040848	0.691369390010499	0.663112095625219	0.477120500289985	0.607095217709115	0.592532440667967	0.412326513744313	0.320859100724964	0.357003069261537	0.0901547730713464	0.319916220068997	0.548514239523024	0.461671689835508	0.372664446767662	0.203031486655667	0.161452178736063	0.106036145177741	0.151704989480526	0.108551146372681	0.0537440450927454	0.0277965381530923	0.0130687755812209	0.647239104209789	0.526278706154692	0.349027742147893	0.613587021123944	0.400717560621969	0.18194679759512	0.174850749892505	0.159954128493575	0.301657685090745	0.181134850882456	0.135683354857257	0.103405591495425	0.0879195081745913	0.0737108544822759	0.0568896100694965	0.0418734614119294	0.13104644760762	0.0401479300984951	0.225045114129294	0.200005237273136	0.112665837073146	0.092035398160092	0.0376655335133243
run4	2.02097241447428	1.42654231577421	0.579475405924704	0.472854075251237	0.822364480815959	0.6695571459977	0.808275572756362	0.675224086235688	0.583002415824209	0.748834874851257	0.695898390825459	0.583525217509125	0.679360416089196	0.58550327319634	0.672696798705065	0.51903855139243	0.155351181580921	0.0792357284485776	0.445538391165442	0.377525088565572	0.661171846647668	0.573586450637468	0.54914292619869	0.500065936763162	0.185603837753112	0.0811696843107845	0.695804334478276	0.687525475121244	0.660043897495125	0.476245699175041	0.606501267211639	0.592037418689066	0.411829211844408	0.320382236158192	0.356365820253987	0.0899909810909455	0.319171348582571	0.548157792550372	0.46155668319584	0.372633550852457	0.203306338348083	0.161587931233438	0.106105986380681	0.151818663366832	0.108813137953102	0.0537791802659867	0.0278082723563822	0.0130714464476776	0.646718749017549	0.525491922108895	0.348669304364782	0.613323187550622	0.400600610879456	0.180296932818359	0.173230547357632	0.15842107620619	0.301075843877806	0.18028575480726	0.134900347612619	0.10272443060847	0.0872924944952752	0.0731539984750762	0.0564506611819409	0.0415206366581671	0.130411381750912	0.0398952330083496	0.224581067761612	0.199579897380131	0.112606287740613	0.0920124278686066	0.0376869383780811
run5	2.0039376419179	1.41585792212889	0.568910548227589	0.464195322418879	0.823454915869206	0.670503953237338	0.809329123228839	0.674827179846008	0.582026026283686	0.749411591435428	0.696062768136593	0.583486243732813	0.679400904784761	0.58518477719614	0.672692554862257	0.517078803039848	0.154747507379631	0.0789045128493575	0.443415409844508	0.375400180080996	0.661091453412329	0.572972349477526	0.548450629653517	0.499357360891955	0.184698923023849	0.0809254395880206	0.696571305434728	0.68831250819959	0.660818546922654	0.476163800894955	0.606871309164542	0.592257790105495	0.411607682535873	0.320135638173091	0.356103067156642	0.0899387678666067	0.318938386225689	0.547909926768662	0.459749717569122	0.369595373321334	0.198267254382281	0.157346320083996	0.103159683740813	0.147793981540923	0.105509813134343	0.0521305633118344	0.0269606367381631	0.0126725339533023	0.647911570946453	0.528594776901155	0.35195525139743	0.614829493740313	0.402345073141343	0.179466819574021	0.172400691410429	0.157594112909355	0.303361646697665	0.182711080825959	0.137015916149193	0.10446506379681	0.0888193893955302	0.0744700104094795	0.0574824138243088	0.042289884580771	0.13231751659417	0.0404762351382431	0.226962999425029	0.201789117354132	0.113788829573521	0.0929201331633418	0.0380218012699365
run6	2.03155117232638	1.42475915816209	0.554741104959752	0.452076860226989	0.82317773619819	0.670562941842908	0.809101169706515	0.67630073379831	0.584050495475226	0.749477161246938	0.696464093920304	0.58441610098995	0.679910105419729	0.586367935023249	0.67324314960752	0.520285905539723	0.155471632273386	0.0792799302934853	0.44686237139643	0.37888696539673	0.661698321023949	0.573626545077746	0.549068055527224	0.499871384255787	0.185721934108295	0.0814099720563972	0.69629186159192	0.688004166681666	0.660491212814359	0.476363302279886	0.60682129459527	0.592283554422279	0.411237832923354	0.319407121253937	0.35575653360832	0.0900070211039448	0.318552332298385	0.548235337643118	0.461215237273136	0.371510270176491	0.200633204974751	0.159306684965752	0.104440539233038	0.149649984420779	0.107366920118994	0.0531211406679666	0.0274918839058047	0.0129249138093095	0.647243144072796	0.52714328040098	0.35138149119044	0.613932908644568	0.40155176139693	0.180531186540673	0.173443130433478	0.158607835253237	0.302433592365382	0.181824111784411	0.136212628133593	0.103797527868607	0.0882292554872256	0.0739608640217989	0.0570940324683766	0.0420092423928804	0.13166656100195	0.0402828636118194	0.225969021723914	0.200880831893405	0.113318415874206	0.0925791406979651	0.0378546903954802
run7	2.00094359970001	1.42356173620819	0.56419698299585	0.459949356542173	0.823388533828309	0.671094739108045	0.809292529713514	0.676253076936153	0.584160030883456	0.749635345062747	0.69637084380281	0.583589438243088	0.679719522333883	0.58520656440678	0.673012466901655	0.51700359719514	0.15332652700365	0.0781341387230639	0.443167259497025	0.375139173966302	0.661420459222039	0.573575648877556	0.54913477240138	0.500144084510774	0.187464798235088	0.0821451285335733	0.696487422508875	0.688191247442628	0.660606252367382	0.476098298585071	0.606586397105145	0.591963320523974	0.410108324163792	0.318436359572021	0.354767969691515	0.0896096679866007	0.317693158497075	0.547641361951902	0.459877183935803	0.370034282530873	0.199793289490525	0.158618601979901	0.103968976356182	0.149001446722664	0.106508747762612	0.0526742186340683	0.0272455243287836	0.0128094816459177	0.647477054692265	0.527928812134393	0.35220326159692	0.61413468560572	0.400197975046248	0.1791840060097	0.172140018494075	0.157394633638318	0.301188626018699	0.180946495610219	0.135583848152592	0.103344006134693	0.0878480788860557	0.0736451336333183	0.0568493954702265	0.0418245432028399	0.130993892270386	0.0400461387980601	0.225011029653517	0.200032300284986	0.112923857442128	0.092283517579121	0.0377554431278436
run8	2.03480393862807	1.43482579061547	0.578732832518374	0.472367685505725	0.823208295755212	0.670811918169092	0.809106128813559	0.676371406564672	0.584059241562922	0.749297582575871	0.696213476766162	0.583674458087096	0.679624895765212	0.585893588775561	0.67294802419379	0.518580046097695	0.154726600084996	0.0789402198090095	0.445093317359132	0.377213263531823	0.661397432028399	0.573393127163642	0.548870084955752	0.499716957742113	0.185514752737363	0.0812112397730114	0.696089969651517	0.687795007774611	0.660250815249238	0.4759707820059	0.606665602179891	0.592180937898105	0.411559352277386	0.319639981710914	0.356042321438928	0.0896810310284486	0.318863734878256	0.548318971506425	0.461914375861207	0.373004697090145	0.202617374036298	0.161075836983151	0.105687211159442	0.151331739578021	0.108476912269387	0.0536445614969252	0.0277540393880306	0.0130432278736063	0.646991352672366	0.526619674426279	0.350392888610569	0.613633419529024	0.400937002239888	0.180474497040148	0.17339565699715	0.158558777506125	0.301572903714814	0.180799890945453	0.135285286520674	0.103032859157042	0.0875609815359232	0.0733783653917304	0.0566136574771261	0.0416374079646018	0.13078015540723	0.0400090056097195	0.225158828853557	0.200138734963252	0.112990101724914	0.0923216147442628	0.0377719190490475
run9	2.02172093710315	1.42144141351432	0.571456238643068	0.46635842079396	0.821863721883906	0.670535476896155	0.807868298705065	0.675491115424229	0.583780970336483	0.748743372046398	0.69586555439228	0.583988821748913	0.67930721019449	0.58512311319934	0.672629440687966	0.51677496980151	0.153800898235088	0.0783722717064147	0.442568158737063	0.374299634258287	0.661078320523974	0.573292142682866	0.548851368096595	0.499854476071196	0.186676516579171	0.0818678947302635	0.696000063451827	0.68775217640118	0.660374009269536	0.476479114249288	0.606956800674966	0.592487626078696	0.411849801734913	0.320433018554072	0.356485486230688	0.0900883293835308	0.319382956752162	0.548637622338883	0.462141447122644	0.37352909959502	0.204865365026749	0.163071641862907	0.107153098240088	0.153249783840808	0.109764751922404	0.0543204719264037	0.0280978734013299	0.0132091918454077	0.647217822323884	0.527397634923254	0.35139239280536	0.61408634840258	0.402261870351482	0.18354030280986	0.176362317949103	0.161318398710065	0.303039525173741	0.181884563631818	0.13624439379031	0.103840669751512	0.0882778464876756	0.0740097301034948	0.0571131428928554	0.0420211754662267	0.13171401079446	0.0403316177241138	0.226444559332033	0.201288908639568	0.113342016729164	0.0925705199890006	0.0378739335033248
run10	2.01886237656117	1.43355580918454	0.564248095165242	0.459881121623919	0.822200626068697	0.668747223963802	0.808136436053197	0.675443892030398	0.583463037988101	0.748930694930253	0.695943417684116	0.583598489065547	0.679343688480576	0.58537635659717	0.672656837718114	0.516646329713514	0.153268037853107	0.0780669389030548	0.442871314734263	0.374897007149643	0.661090483095845	0.57319774219289	0.548677429823509	0.49953831719914	0.186604384915754	0.0816979397180141	0.696289966436678	0.68804889060047	0.660630576916154	0.476331164656767	0.606981264686766	0.592474136683166	0.411762593745313	0.320156684130793	0.35630043539323	0.0901853354782261	0.319154557892105	0.548547842987851	0.462106816274186	0.373367759712014	0.203178807739613	0.161456658747063	0.105950572491375	0.151691916499175	0.108628604214789	0.0536753660516974	0.0277629748712564	0.013045783040848	0.647673300304985	0.528346888860557	0.352615528383581	0.614588453577321	0.401473572576371	0.177919371151442	0.170912760861957	0.156253461451927	0.302174153612319	0.18151052759862	0.135991789350532	0.103641289435528	0.088094501359932	0.0738513164891755	0.0570049105444728	0.0419359782660867	0.131398108079596	0.0402079756462177	0.225705920043998	0.200635811389431	0.113125894825259	0.0924069738763062	0.0377962422528874
