t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143
run1	2.4848799	1.6488052	0.6959844	0.5645775	0.8538	0.7074545	0.8373237	0.70614	0.6248218	0.76868	0.7101899	0.6098131	0.6927819	0.6098045	0.6859082	0.5499799	0.1935515	0.1029702	0.4816039	0.4190311	0.6740434	0.5869335	0.5626117	0.5142209	0.2296732	0.1068802	0.7103794	0.7016057	0.6727308	0.495506	0.6173913	0.6028487	0.4398183	0.353907	0.3856023	0.1087502	0.3494434	0.5619587	0.4888053	0.4123118	0.2528049	0.2041593	0.137178	0.1924325	0.1429841	0.072934	0.0382448	0.0181291	0.6606957	0.5558212	0.4040353	0.629654	0.4318145	0.2121801	0.2043305	0.1879197	0.3298143	0.2058241	0.156903	0.1210009	0.1033741	0.0872098	0.0682865	0.0507032	0.1523029	0.0504081	0.2500018	0.2233159	0.1240007	0.100891	0.044114
run2	2.4740027	1.63842	0.6951505	0.5635154	0.854129	0.7065775	0.8377078	0.7055867	0.6246147	0.7696285	0.7110058	0.6093679	0.6935137	0.6089534	0.6866823	0.5501298	0.1916557	0.1020468	0.4818178	0.418977	0.6746735	0.5869885	0.5625358	0.5142102	0.2285451	0.1070227	0.7110208	0.7021871	0.6732138	0.4970608	0.6180843	0.6037118	0.4384845	0.3514381	0.3840652	0.1077274	0.3475266	0.5622298	0.4872854	0.4095232	0.2487457	0.2005983	0.1361787	0.1892562	0.1403015	0.0712158	0.0374642	0.0177315	0.6613131	0.5578001	0.405083	0.6310781	0.4331338	0.2162936	0.2083548	0.1915534	0.329413	0.2046395	0.1556328	0.1200535	0.1026553	0.0865209	0.0677517	0.0503046	0.1514609	0.0501284	0.2496527	0.2228233	0.1240518	0.1009806	0.0440771
run3	2.4646105	1.677154	0.696701	0.5661306	0.8652781	0.7162127	0.8489841	0.7124369	0.6330122	0.779659	0.7261947	0.6146135	0.7096408	0.6142352	0.700525	0.551985	0.193533	0.1026411	0.4835048	0.4198183	0.6869109	0.5911735	0.5654194	0.5157779	0.2312582	0.1080123	0.7171907	0.7074095	0.6764445	0.4984428	0.6189425	0.6045528	0.4397024	0.3534751	0.3854144	0.1094041	0.3490867	0.5630172	0.4876593	0.4111022	0.2517614	0.202771	0.1368042	0.1910081	0.1422625	0.072475	0.0381155	0.0181313	0.6616434	0.5572145	0.4029208	0.6304699	0.43202	0.2158769	0.2078754	0.1914083	0.3296725	0.2056195	0.1566942	0.120906	0.1034154	0.0871695	0.0681329	0.0506108	0.1518384	0.0500002	0.2501285	0.223076	0.1239119	0.1008713	0.0440336
run4	2.4869336	1.6520917	0.7017039	0.5679484	0.853407	0.7079861	0.8375313	0.7057271	0.6246741	0.7688915	0.7105816	0.6093259	0.6937139	0.6092092	0.6868485	0.5513035	0.1935732	0.1024948	0.4842096	0.421003	0.674979	0.587414	0.5628511	0.5148255	0.2287811	0.1060932	0.7104249	0.7015438	0.6725702	0.4969425	0.6173891	0.6030144	0.4388989	0.3529584	0.3849678	0.1086733	0.3483305	0.5616731	0.4870772	0.4094531	0.2492746	0.2013274	0.1359605	0.1897102	0.1404159	0.0715539	0.0375842	0.0178279	0.6607991	0.5567803	0.4043497	0.6301011	0.4312188	0.2141582	0.2060224	0.1896823	0.3273239	0.2032992	0.1543468	0.119012	0.1016538	0.0857365	0.067136	0.0499288	0.1501984	0.0494548	0.2475808	0.2208264	0.1236368	0.1007333	0.044061
run5	2.4846455	1.65187	0.6949188	0.5644754	0.8545414	0.7081586	0.8381703	0.7051481	0.6252072	0.7686264	0.7095806	0.6090008	0.6924161	0.6089589	0.6855832	0.5487317	0.1922902	0.1017484	0.4804217	0.4171151	0.6737846	0.5864366	0.5619403	0.5137469	0.2258088	0.1035931	0.7105389	0.7017868	0.6729243	0.4964933	0.6181743	0.6038728	0.4392888	0.3532874	0.3849587	0.1086321	0.3486899	0.562099	0.4858553	0.4075698	0.247921	0.1999968	0.1348296	0.1887102	0.1389681	0.0711492	0.0373942	0.0177874	0.661215	0.5577298	0.4062379	0.6308872	0.4329766	0.2107314	0.2028646	0.1864358	0.3295206	0.204738	0.1562866	0.1206613	0.1030074	0.0869722	0.0681317	0.0505678	0.1514839	0.0501318	0.2490965	0.222172	0.1240216	0.1009585	0.0441756
run6	2.4974916	1.6644933	0.6966442	0.5636612	0.8547268	0.7094947	0.8388347	0.7072031	0.6266118	0.7697294	0.7115413	0.6109385	0.6943722	0.6110547	0.6876071	0.5528561	0.1937475	0.1028664	0.4852206	0.4220153	0.6756917	0.5881936	0.5636894	0.5151495	0.2292018	0.1055141	0.7115113	0.7026685	0.6739177	0.4974303	0.618528	0.6039064	0.4389567	0.3525523	0.3842097	0.1089158	0.3480215	0.5627119	0.4881292	0.4098301	0.2507869	0.2025407	0.1364688	0.1908071	0.1413331	0.071408	0.0374969	0.0178422	0.6612249	0.5570242	0.4059981	0.6302129	0.4319919	0.213007	0.205048	0.1887347	0.3292348	0.2040884	0.1554806	0.1203666	0.1027536	0.0868162	0.0681064	0.0506592	0.1513006	0.0500364	0.2485666	0.2216433	0.1238087	0.1008658	0.0440571
run7	2.4777421	1.6500357	0.6976982	0.565215	0.8557052	0.7097463	0.8392425	0.7067525	0.6263513	0.7698975	0.7103311	0.6089797	0.6930216	0.6093465	0.6860373	0.5490448	0.1921747	0.1014644	0.4813357	0.4182648	0.6741683	0.587526	0.563095	0.5147512	0.2318886	0.1087515	0.7103843	0.7014308	0.6725125	0.4960439	0.6175689	0.6031423	0.435678	0.3484488	0.381049	0.1080962	0.344767	0.561563	0.4859936	0.4077433	0.2486915	0.20124	0.1349311	0.1894617	0.1388678	0.0701101	0.0366447	0.0174004	0.661181	0.5577849	0.4067163	0.6309143	0.4319408	0.2136763	0.2057057	0.1888344	0.3286983	0.2047088	0.1556464	0.1201539	0.1027856	0.0866373	0.0677791	0.0504207	0.1518914	0.0499574	0.2484755	0.2217102	0.1237026	0.1007942	0.0440664
run8	2.4968121	1.6568077	0.7021959	0.5667446	0.8572456	0.7093957	0.8404107	0.7059072	0.6257344	0.7693172	0.7102388	0.6088427	0.6925276	0.6091296	0.6857723	0.5500353	0.1922453	0.1021866	0.4828189	0.4201291	0.6739156	0.5868177	0.5624776	0.5144351	0.2287794	0.1058103	0.7103101	0.7013251	0.6726713	0.4969345	0.6179221	0.6036226	0.4414568	0.354613	0.3869479	0.1085705	0.3503242	0.5622534	0.4872774	0.4078096	0.2444209	0.1967204	0.1333599	0.1854663	0.1378597	0.0704129	0.0370615	0.0176015	0.6610232	0.556636	0.404076	0.6305708	0.4319644	0.2127487	0.2047541	0.1881862	0.3281935	0.2031962	0.1542827	0.1188213	0.1016311	0.0857354	0.0670158	0.0497721	0.150156	0.0495399	0.2480293	0.221333	0.1238627	0.1008382	0.0440528
run9	2.4955212	1.6595553	0.6980694	0.56554	0.8544922	0.7087315	0.8382014	0.706116	0.6254753	0.7697026	0.7119878	0.6098169	0.6945619	0.6096562	0.6875656	0.5514582	0.1925615	0.1017853	0.4841229	0.4207244	0.6755392	0.5872233	0.5627836	0.5148038	0.2316918	0.1070782	0.7111792	0.7023414	0.6733421	0.4971587	0.6186398	0.6044586	0.4374933	0.3511082	0.3826397	0.1080926	0.3464861	0.5641215	0.4913217	0.4142525	0.2570275	0.2076195	0.1400339	0.1955797	0.1454612	0.0743555	0.0388905	0.0184577	0.6611818	0.5564263	0.405465	0.6305105	0.4336282	0.2145593	0.2064731	0.1898731	0.3303019	0.2045376	0.1552961	0.1196547	0.102315	0.0863427	0.0678303	0.0504435	0.1513095	0.0501224	0.2499274	0.2227473	0.123927	0.1008668	0.0440436
run10	2.4920224	1.6661344	0.6971876	0.5654751	0.8533139	0.706915	0.83677	0.7051485	0.6251444	0.7676661	0.7094838	0.6089515	0.6923063	0.6089047	0.6854498	0.5495918	0.1921168	0.101989	0.4812318	0.4173207	0.6737697	0.5865904	0.5623915	0.5143474	0.2284247	0.1057246	0.7097536	0.7010997	0.672736	0.4965896	0.6186723	0.6044555	0.4390309	0.3525042	0.3838696	0.1090484	0.3478483	0.5628023	0.4866281	0.4073645	0.2471933	0.1989852	0.1346053	0.1874852	0.1386314	0.0707476	0.0371513	0.0176212	0.6612541	0.557424	0.4040101	0.63092	0.432986	0.2147998	0.2068886	0.1901993	0.3290039	0.2041819	0.1551553	0.1197051	0.1022046	0.0862959	0.0675642	0.0501973	0.1508858	0.0498112	0.2489853	0.2223613	0.123808	0.1008553	0.0439409
