Mean_time	Mean_qlow	Mean_qup	Priors
t_n73	200.701	164.43	248.74	0
t_n74	142.241	124.08	165.75	0
t_n75	56.603	43.93	69.78	0
t_n76	46.161	35.14	56.54	0
t_n77	82.317	79.33	85.52	0
t_n78	67.057	61.47	70.9	0
t_n79	80.91	78.11	83.89	0
t_n80	67.617	63.88	70.66	0
t_n81	58.402	53.9	62.6	0
t_n82	74.952	72.96	76.97	0
t_n83	69.634	68.15	71.12	0
t_n84	58.399	55.34	61	0
t_n85	67.972	66.57	69.39	0
t_n86	58.562	55.64	60.98	0
t_n87	67.287	65.93	68.7	0
t_n88	51.805	47.48	55.06	0
t_n89	15.439	11.69	19.28	0
t_n90	7.871	5.68	10.22	0
t_n91	44.432	39.58	48.27	0
t_n92	37.625	32.6	41.95	0
t_n93	66.131	64.81	67.5	0
t_n94	57.343	55.76	58.75	0
t_n95	54.894	53.23	56.3	0
t_n96	49.984	48.04	51.46	0
t_n97	18.615	15.9	22.96	0
t_n98	8.155	6.38	10.65	0
t_n99	69.639	68.07	71.11	0
t_n100	68.81	67.29	70.22	0
t_n101	66.057	64.68	67.33	0
t_n102	47.631	45.69	49.69	0
t_n103	60.674	59.5	61.81	0
t_n104	59.224	58.04	60.38	0
t_n105	41.156	38.36	43.9	0
t_n106	31.989	28.65	35.25	0
t_n107	35.614	32.75	38.45	0
t_n108	8.992	7.24	10.86	0
t_n109	31.9	28.98	34.81	0
t_n110	54.832	53.29	56.24	0
t_n111	46.167	42.98	48.76	0
t_n112	37.267	33.23	40.98	0
t_n113	20.279	16.46	25.04	0
t_n114	16.118	12.94	20.2	0
t_n115	10.577	8.34	13.62	0
t_n116	15.143	12.13	19.04	0
t_n117	10.845	8.42	14.08	0
t_n118	5.363	4.05	7.17	0
t_n119	2.774	2.06	3.77	0
t_n120	1.304	0.96	1.79	0
t_n121	64.715	63.09	66.12	0
t_n122	52.724	48.69	55.71	0
t_n123	35.105	29.42	40.5	0
t_n124	61.39	59.49	63.06	0
t_n125	40.139	36.73	43.24	0
t_n126	18.066	13.89	21.38	0
t_n127	17.357	13.3	20.59	0
t_n128	15.873	12.11	18.92	0
t_n129	30.221	27.22	32.92	0
t_n130	18.148	15.81	20.45	0
t_n131	13.593	11.65	15.56	0
t_n132	10.358	8.78	12.01	0
t_n133	8.805	7.42	10.26	0
t_n134	7.381	6.18	8.66	0
t_n135	5.697	4.71	6.78	0
t_n136	4.191	3.44	5.04	0
t_n137	13.137	11.24	15.13	0
t_n138	4.02	3.2	5	0
t_n139	22.573	19.94	24.91	0
t_n140	20.065	17.6	22.23	0
t_n141	11.315	9.63	12.39	0
t_n142	9.243	7.82	10.09	0
t_n143	3.782	3.09	4.41	0
