t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143
run1	2.02553805430228	1.40022562108895	0.582045450947453	0.476525196075196	0.801983188320584	0.787121348942553	0.623396156542173	0.657217323573821	0.567032964331783	0.751645668041598	0.699109939138043	0.586187675091245	0.682548176576171	0.58821495539223	0.675884629258537	0.525603878276086	0.158788855667217	0.0812074396480176	0.452030518949053	0.383546376756162	0.664395323948803	0.575817298925054	0.55116293659817	0.501872856387181	0.185585512479376	0.0813670256137193	0.698913790040498	0.690623081690915	0.663123883735813	0.481685183565822	0.608080918714064	0.593087010634468	0.410761200524974	0.319292108424579	0.355287449977501	0.0898893578221089	0.318095597815109	0.547329105724714	0.455789131358432	0.363624174471276	0.190635009164542	0.150898337268137	0.0986725132943353	0.141693942077896	0.100394374111294	0.0494316199440028	0.0255464306934653	0.0120031022848858	0.650508687055647	0.533559816509175	0.357098852512374	0.617527973981301	0.400450406589671	0.182178236063197	0.175065176146193	0.160156822273886	0.300447376211189	0.180307418879056	0.135189499470027	0.10308515260737	0.0876798166741663	0.0735658466976651	0.056783087820609	0.041824305839708	0.13053102479376	0.0399908181890905	0.223833036373181	0.198902214539273	0.112521700179991	0.0919780626718664	0.0376759740162992
run3	2.05261479108045	1.43692923549823	0.604594675451227	0.493962168426579	0.800432179471026	0.785314381375931	0.61921731959902	0.6531674300085	0.562122277146143	0.749597462066897	0.696807617839108	0.583910876921154	0.680216115934203	0.585714469126544	0.673549442587871	0.521835120098995	0.155627927188641	0.0795864177891105	0.447921753482326	0.379552788545573	0.662073351677416	0.574434465021749	0.55001816779161	0.501197133588321	0.187426771486426	0.082374598380081	0.697077668136593	0.688837717644118	0.661567567456627	0.481317800384981	0.607211822328884	0.592410669661517	0.411928830188491	0.320396058747063	0.356808700829959	0.0903525687115644	0.319793809294535	0.547212717704115	0.456653914044298	0.365514772856357	0.19551682759362	0.155136959282036	0.101642616939153	0.145739352647368	0.10358359639518	0.0510296765961702	0.0263706368781561	0.0123969642467877	0.648899266311684	0.531445604704765	0.354490238133093	0.616046081450927	0.402268413719314	0.182447463486826	0.175316065611719	0.160389759417029	0.302921377931103	0.182453161941903	0.136934488630568	0.104457339283036	0.0888637533423329	0.074553403559822	0.0575208590170491	0.0423642690465477	0.13231751139443	0.0407353529223539	0.226073054517274	0.200871349777511	0.113240276326184	0.0924833219439028	0.0378248038298085
run4	1.99192494530273	1.41786793836308	0.574741277056147	0.469426381815909	0.806101565446728	0.79088380359482	0.62226945860207	0.659400983510824	0.568469572171391	0.752756390690466	0.698514988355582	0.584842979301035	0.681796392790361	0.587139412754362	0.675092994855257	0.523386050857457	0.157779791230438	0.0807424971651417	0.450059222963852	0.381945173631318	0.663562492440378	0.57551730098995	0.55102616860657	0.502075922078896	0.188776275361232	0.0830965381730913	0.698369669901505	0.689992215139243	0.662441955487226	0.481352326863657	0.608083047722614	0.593405246757662	0.412775199435028	0.32137246740163	0.357382780655967	0.0904025626268687	0.32020678020599	0.549000968326584	0.46140938419079	0.373028030883456	0.204505861846908	0.162715224688766	0.106825735663217	0.152922687280636	0.109991337248138	0.0545781770911454	0.0282734961651917	0.0133000848257587	0.649292583860807	0.531682533353332	0.356742893740313	0.616127018819059	0.40281911360932	0.184007761611919	0.17682998919554	0.161810416029199	0.303404447957602	0.181851955027249	0.136214184105795	0.10377891180941	0.0882534632218389	0.0740278385380731	0.0571550626268687	0.0421007816059197	0.131684307529624	0.0404259003099845	0.226687011864407	0.201498024868757	0.113436848787561	0.0926527572671366	0.037906319019049
