Tree,Rank,Name,Action,Outside_taxa,Change_from ,Change_to,Force_monophyletic,Reference,Note
Xenarthra,Genus,Chaetophractus,No,zaedyus_pichiy,N/A,N/A,No,Gibbs et al 2015,Others also found a paraphyletic arrangement for Chaetophractus (see Gibbs et al 2015)
