t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	t_n60	t_n61	t_n62	t_n63	t_n64	t_n65
run22	2.04618280234488	0.635482828788561	0.436190404174791	0.341767126773661	0.309554739523024	0.253752515749213	0.231274094840258	0.116474133718314	0.0912526931703415	0.0172973340582971	0.162603601754912	0.193876385640718	0.0907838053647318	0.0772563656617169	0.0650735963301835	0.143641949447528	0.0562013532773361	0.0525767660466977	0.0444549356882156	0.0096693187640618	0.000357503094845258	0.550994108044598	0.287039846772661	0.19616148920554	0.0915757359632018	0.00133609200039998	0.0934809557072146	0.376120889445528	0.141861138088096	0.0169863206339683	0.73233138060597	0.157410191625419
run23	2.04343114488276	0.635578489650517	0.436126463371831	0.341751299170041	0.30958323319334	0.253797100824959	0.231264825268737	0.116514863161842	0.0912760682565872	0.0173245382680866	0.162548076061197	0.193944785265737	0.0907264547922604	0.0772256817259137	0.0650961879656017	0.143686302514874	0.0562602143492825	0.0526343105894705	0.0445208414629269	0.00965823498825059	0.000355614539273036	0.551176496575171	0.287222131058447	0.196573429823509	0.0918802606919654	0.00131955062746863	0.0937162157542123	0.376646944982751	0.142128993955302	0.0170201219539023	0.733601075471226	0.157771740547973
run24	2.04136521548923	0.635789469091545	0.436835777181141	0.342222064751762	0.310059238493075	0.25430932960852	0.231739755032248	0.116756341212939	0.0914787350632468	0.0173402940652967	0.162958254072296	0.19435826259687	0.0910579817109144	0.0775200200889956	0.0653304886455677	0.145334151677416	0.0570383042097895	0.0533657367831608	0.0451337279036048	0.0097994216439178	0.000362295330233488	0.551179800079996	0.287922171461427	0.196904770091495	0.0919884545072746	0.00131978329083546	0.0940062147542623	0.376608554537273	0.142305112284386	0.0170881803109845	0.733713690875456	0.158116724903755
run25	2.04152905689716	0.635290994425279	0.436449191955402	0.3419405539973	0.30976713119344	0.253976669276536	0.231355331733413	0.116487156087196	0.0912383425328734	0.0173114512174391	0.162606287765612	0.193995845567722	0.0909510527573621	0.0774047285885706	0.0652423237988101	0.144867185130743	0.0568973878306085	0.0532024092945353	0.0450018811309435	0.00978123481325934	0.00035993604319784	0.550920796755162	0.287254003984801	0.196642373166342	0.0918856321933903	0.00133278657067147	0.0938065635218239	0.376439298280086	0.142152437708115	0.0170131307384631	0.739664484620769	0.159194096545173
run26	2.03695610083996	0.635314716479176	0.435781410219489	0.341677317824109	0.309470853907305	0.253761896130194	0.231248203269836	0.116359033178341	0.091120902039898	0.0172868787360632	0.162387226238688	0.193775894440278	0.0906995560621969	0.0772318261636918	0.0651087957302135	0.142985771546423	0.0558957680315984	0.0522806789810509	0.0441979205439728	0.0095914599920004	0.000354796525173741	0.550945802969852	0.286796404169792	0.196197235713214	0.0916351068946553	0.00130821362431878	0.0935292127643618	0.376055965561722	0.141885002729864	0.0169873786110694	0.731058562431878	0.157022753422329
run27	2.04093139571021	0.635570953922304	0.436162587630618	0.341995156952152	0.309820291950403	0.254147819014049	0.231538349612519	0.116687182570871	0.0914184756612169	0.0173531386430678	0.162780799565022	0.194170604509775	0.091002495740213	0.0774709913704315	0.0652984845907705	0.143826875536223	0.0562359870906455	0.0525938169891505	0.0444897415829209	0.00967297299635018	0.000354925653717314	0.551256164931753	0.287861002649868	0.196993512029399	0.0921671841557922	0.00134107132143393	0.0939080425628719	0.376817542122894	0.14242923639318	0.0170860363781811	0.734327248567572	0.15759092020899
run28	2.0417920979001	0.635643248782561	0.436405034958252	0.341935237638118	0.30979138939053	0.253981013054347	0.23140864900255	0.116580441447928	0.0913390820058997	0.0173110136243188	0.1626263720014	0.194054345862707	0.0907576307534623	0.077250793140343	0.0650746201189941	0.144333034293285	0.0564275155092245	0.0527748525823709	0.044610790500475	0.00969596192190391	0.000354355402229888	0.550986058867057	0.286753294695265	0.196163501979901	0.0916503471876406	0.00132728269086546	0.0934310942352882	0.37653484359782	0.142120232118394	0.0170425779361032	0.737118968901555	0.158522426463677
run29	2.04285921842408	0.635803422063897	0.436254210934453	0.342044015064247	0.309900011249438	0.254111028373581	0.231589342712864	0.116663017039148	0.0913772107094645	0.0173230678616069	0.162828785885706	0.194210171731413	0.0911379576221189	0.0775692851257437	0.0653989981100945	0.143727252087396	0.0561913233638318	0.0525698048747563	0.044455916619169	0.00966736821158942	0.000355872761361932	0.551256152087396	0.287410674076296	0.196625049277536	0.0918540760211989	0.00132115080245988	0.0938691548622569	0.376426543217839	0.142088210489476	0.0170231576771161	0.731697375466227	0.157527114684266
run30	2.04321339908505	0.635557251037448	0.436697176466177	0.34220837780611	0.309965840112994	0.254087546077696	0.231472761361932	0.116547060986951	0.0913092655867207	0.0173165528223589	0.162709480260987	0.194140841632918	0.0910412688315584	0.0774853287635618	0.065302398740063	0.145470317369132	0.0570876267636618	0.0534060850357482	0.0451930284335783	0.00982408009099545	0.000363938963051847	0.55122556660167	0.287328433258337	0.196558015144243	0.0919402557922104	0.00133077240637968	0.0935998398180091	0.376573949387531	0.142275777511124	0.017064315699215	0.738292841027949	0.158564273361332
run31	2.05612764082296	0.635854799490026	0.436381830848458	0.341855949327534	0.309777607619619	0.254082718979051	0.231545453987301	0.116751596380181	0.091495808079596	0.0173428836508175	0.162767688275586	0.19403961760412	0.0907041414179291	0.077157205219739	0.0649955538723064	0.143791899355032	0.0562191860456977	0.052584206179691	0.0444600286335683	0.00966436430178491	0.00035647596620169	0.551321802589871	0.286903792930354	0.196235780925954	0.0917346785760712	0.00132979776511174	0.0935712749012549	0.376520406369682	0.141958305469727	0.0169817760311984	0.738247536323184	0.158293410654467
run32	2.04600015275736	0.635496429258537	0.436012198770061	0.341742275841208	0.309557232148393	0.253782056537173	0.231229626113694	0.116302376676166	0.0911070942052897	0.0172476689715514	0.162428522103895	0.193732018189091	0.0906752103944803	0.0771874583270837	0.0650083880055997	0.143656374786261	0.0562058516674166	0.0525877389230539	0.0444572609769512	0.00966510090495475	0.000356571516424179	0.550983441842908	0.286569581080946	0.195789672456377	0.0912982473976301	0.00130000987950602	0.0933799908154592	0.37631286719164	0.141982635683216	0.0169651229938503	0.736627733883306	0.158633297210139
