Calib;node;Prior
MAMMALIA;631;ST(1.642,0.425,12.652,1714.565)
dipodomys_ordi-MYOMORPHA;632;ST(0.55,0.006,-0.171,6.759)
MYOMORPHA;633;ST(0.473,0.017,-1.282,13.044)
nannospalax_galili-MURIDAE;635;ST(0.382,0.022,-0.67,36.812)
MURIDAE;636;ST(0.174,0.035,3.117,381.97)
Pmaniculatus-Mochrogaster;638;ST(0.128,0.029,3.532,404.416)
Mauratus-Cgriseus;938;ST(0.088,0.022,3.756,209.065) 
MURINAE;1011;ST(0.089,0.024,3.794,547.445)
