Calib;node;Prior
Mammalia;89;ST(1.642,0.425,12.652,1714.565)
Lagomorpha;90;SN(0.474,0.008,0.293)
Monotremata;174;B(0.24459,1.332)
Tachyglossidae;175;B(0.0258,1.332)
