Calib;node;Prior
Mammalia;34;ST(1.642,0.425,12.652,1714.565)
Xenarthra;35;ST(0.628,0.019,-0.389,4.88)
Cingulata;36;B(0.3485,0.595)
Chlamyphoridae;37;B(0.335,0.595)
Dasypodidae;49;NA
Pilosa;55;B(0.3117,0.56)
Folivora;56;B(0.1597,0.56)
Vermilingua;61;B(0.1736,0.56)
