Calib;node;Prior
MAMMALIA;692;ST(1.642,0.425,12.652,1714.565)
MURIDAE;693;ST(0.174,0.035,3.117,381.97)
MURINAE;698;ST(0.085,0.021,3.794,547.445)
Mpahari-rest;752;ST(0.043,0.013,3.575,94.222)
Mcaroli-rest;770;ST(0.022,0.007,3.426,86.245)
Mspretus-Mmusculus;771;ST(0.0101,0.003,3.38,83.529)
CRICETIDAE;1379;ST(0.137,0.03,3.464,240.317)
